#{"t_start": 1595253571.1360445, "env_id": "NovelGridworld-v0"}
r,l,t
45,6,368.885703
47,4,368.932676
48,3,368.968658
49,2,368.992643
45,6,369.074595
50,1,369.087586
47,4,369.139556
45,6,369.209517
24,27,369.533334
49,2,369.558315
48,3,369.594295
49,2,369.619283
43,8,369.710227
29,22,369.976074
50,1,369.989071
49,2,370.013055
47,4,370.066026
37,14,370.22693
49,2,370.250918
48,3,370.286895
38,13,370.442806
39,12,370.585723
38,13,370.73664
50,1,370.748638
37,14,370.912536
38,13,371.074443
49,2,371.103443
50,1,371.11642
35,16,371.308306
46,5,371.368271
35,16,371.561179
41,10,371.67311
30,21,371.915957
49,2,371.938942
49,2,371.962929
44,7,372.039884
49,2,372.067869
40,11,372.196795
47,4,372.242768
49,2,372.268755
40,11,372.398677
45,6,372.467639
47,4,372.517609
22,29,372.866408
50,1,372.879401
43,8,372.969349
48,3,373.007327
50,1,373.019321
36,15,373.204214
38,13,373.359125
35,16,373.554013
35,16,373.759894
50,1,373.77289
43,8,373.875828
50,1,373.888818
49,2,373.912806
30,21,374.172655
48,3,374.206636
47,4,374.257607
31,20,374.492471
50,1,374.505464
48,3,374.54544
41,10,374.663374
19,32,375.048154
43,8,375.146096
40,11,375.272034
48,3,375.311998
46,5,375.375962
44,7,375.458914
45,6,375.537868
26,25,375.859682
49,2,375.883671
39,12,376.026586
21,30,376.390377
50,1,376.402369
46,5,376.466333
33,18,376.683208
45,6,376.755166
28,23,377.027009
44,7,377.119956
21,30,377.473753
47,4,377.521725
46,5,377.584692
41,10,377.703638
47,4,377.751605
25,26,378.054418
28,23,378.327278
41,10,378.444206
49,2,378.46818
48,3,378.506157
38,13,378.662069
48,3,378.697047
49,2,378.720034
46,5,378.775002
43,8,378.868948
47,4,378.922917
41,10,379.042848
48,3,379.082824
44,7,379.166778
41,10,379.28371
48,3,379.322687
26,25,379.624512
33,18,379.847383
26,25,380.145211
25,26,380.454035
40,11,380.586959
50,1,380.59995
45,6,380.672926
48,3,380.708891
50,1,380.720899
39,12,380.866796
24,27,381.192608
44,7,381.280558
47,4,381.32953
34,17,381.538409
49,2,381.565397
46,5,381.629369
36,15,381.809271
48,3,381.843246
40,11,381.971172
44,7,382.05911
48,3,382.098086
50,1,382.111079
23,28,382.435892
40,11,382.565817
40,11,382.697741
39,12,382.845656
34,17,383.044542
47,4,383.09851
38,13,383.254423
45,6,383.326379
46,5,383.392341
49,2,383.422323
48,3,383.455303
34,17,383.664186
23,28,384.031975
46,5,384.096935
39,12,384.236854
40,11,384.367778
46,5,384.428743
31,20,384.670603
49,2,384.69459
50,1,384.706584
42,9,384.812522
31,20,385.077369
39,12,385.226283
29,22,385.518117
50,1,385.532108
34,17,385.793957
46,5,385.868914
38,13,386.075794
44,7,386.176735
46,5,386.242698
45,6,386.32365
48,3,386.366626
42,9,386.491573
27,24,386.818366
43,8,386.920308
15,36,387.399031
46,5,387.465992
50,1,387.480984
49,2,387.509967
47,4,387.556941
49,2,387.582943
42,9,387.691861
43,8,387.785808
50,1,387.7998
24,27,388.134608
30,21,388.381464
45,6,388.451425
48,3,388.493404
48,3,388.53438
20,31,388.918156
44,7,389.009103
20,31,389.442852
42,9,389.544797
50,1,389.55679
33,18,389.771663
40,11,389.89959
39,12,390.043525
37,14,390.225403
49,2,390.253386
50,1,390.266379
46,5,390.334339
47,4,390.38631
49,2,390.413294
47,4,390.461267
39,12,390.609184
41,10,390.728115
43,8,390.823057
29,22,391.080909
38,13,391.245814
47,4,391.293789
22,29,391.645582
49,2,391.671569
39,12,391.820481
9,42,392.324191
49,2,392.348177
43,8,392.439126
46,5,392.495094
-4,55,393.148718
42,9,393.255656
39,12,393.393575
39,12,393.536493
43,8,393.636435
41,10,393.757366
27,24,394.045212
44,7,394.137147
30,21,394.383005
47,4,394.434978
24,27,394.748795
35,16,394.940702
50,1,394.952695
35,16,395.149563
45,6,395.220523
44,7,395.302475
50,1,395.316468
23,28,395.642279
48,3,395.67726
33,18,395.891135
30,21,396.148988
49,2,396.172972
39,12,396.311893
50,1,396.324885
42,9,396.432823
47,4,396.478797
46,5,396.535765
39,12,396.678684
49,2,396.705666
48,3,396.747642
38,13,396.903552
47,4,396.958521
46,5,397.017506
48,3,397.052468
44,7,397.141416
27,24,397.430272
48,3,397.472242
42,9,397.58416
49,2,397.610143
47,4,397.661116
49,2,397.685103
38,13,397.840011
46,5,397.899996
49,2,397.926961
44,7,398.006917
45,6,398.081873
46,5,398.148835
26,25,398.446674
40,11,398.578586
49,2,398.605572
48,3,398.643549
19,32,399.019332
42,9,399.129268
43,8,399.227212
44,7,399.310164
49,2,399.336149
49,2,399.360136
49,2,399.389119
50,1,399.403112
43,8,399.500055
49,2,399.52504
23,28,399.85685
40,11,399.985776
39,12,400.133692
45,6,400.208647
49,2,400.233632
25,26,400.538457
26,25,400.845281
41,10,400.970209
46,5,401.028182
39,12,401.19308
40,11,401.329
47,4,401.373975
49,2,401.398962
47,4,401.450932
42,9,401.558872
38,13,401.719776
46,5,401.782739
-2,53,402.414376
33,18,402.624254
7,44,403.145952
39,12,403.304862
45,6,403.377821
42,9,403.492754
46,5,403.557717
50,1,403.573706
34,17,403.78359
34,17,403.985488
35,16,404.176363
48,3,404.213342
27,24,404.495177
47,4,404.544148
37,14,404.713051
38,13,404.868973
43,8,404.960907
46,5,405.018886
30,21,405.278724
42,9,405.383663
48,3,405.420642
31,20,405.661505
45,6,405.734463
48,3,405.770442
47,4,405.817413
44,7,405.899384
43,8,405.992312
47,4,406.041303
31,20,406.29214
36,15,406.476033
50,1,406.489025
30,21,406.740882
37,14,406.917779
47,4,406.966751
48,3,407.004742
41,10,407.129658
47,4,407.181627
48,3,407.21661
49,2,407.241594
45,6,407.313552
49,2,407.336538
49,2,407.361525
27,24,407.650369
42,9,407.764294
50,1,407.780286
50,1,407.794276
6,45,408.336961
34,17,408.536864
41,10,408.653778
48,3,408.691757
47,4,408.73773
48,3,408.776708
47,4,408.82568
48,3,408.861659
36,15,409.040558
46,5,409.104518
41,10,409.233445
49,2,409.257433
46,5,409.318413
34,17,409.514284
46,5,409.577247
43,8,409.675189
13,38,410.127929
33,18,410.347802
47,4,410.390778
50,1,410.40477
48,3,410.439748
43,8,410.541704
49,2,410.571685
39,12,410.715589
41,10,410.83952
46,5,410.899485
46,5,410.959451
40,11,411.092373
26,25,411.395197
39,12,411.536118
32,19,411.76
45,6,411.840942
24,27,412.167752
35,16,412.358642
50,1,412.371647
30,21,412.613496
45,6,412.692462
50,1,412.706454
35,16,412.90133
33,18,413.117207
44,7,413.206155
44,7,413.28811
48,3,413.322087
39,12,413.470001
45,6,413.539963
49,2,413.565947
48,3,413.609921
50,1,413.623915
47,4,413.676883
43,8,413.77483
47,4,413.822799
43,8,413.92274
48,3,413.95872
41,10,414.08065
43,8,414.18259
45,6,414.257547
31,20,414.498409
39,12,414.639329
39,12,414.782246
25,26,415.099062
50,1,415.112055
42,9,415.220994
45,6,415.290951
45,6,415.358913
48,3,415.397891
50,1,415.412883
48,3,415.451861
43,8,415.554801
47,4,415.611768
28,23,415.910597
43,8,416.014535
49,2,416.039522
30,21,416.331353
48,3,416.370329
49,2,416.399314
43,8,416.499259
50,1,416.513247
50,1,416.527243
47,4,416.581213
45,6,416.659163
48,3,416.70014
48,3,416.739118
47,4,416.797086
47,4,416.851054
38,13,417.021955
47,4,417.076925
47,4,417.130892
43,8,417.233832
29,22,417.51467
48,3,417.551649
50,1,417.565641
47,4,417.612614
47,4,417.660587
41,10,417.780516
41,10,417.900448
23,28,418.232258
50,1,418.245249
18,33,418.645018
48,3,418.681
3,48,419.247671
50,1,419.259665
21,30,419.604467
42,9,419.715414
33,18,419.92828
44,7,420.011233
37,14,420.187131
44,7,420.27408
48,3,420.312058
34,17,420.509947
49,2,420.534929
50,1,420.547922
43,8,420.642867
48,3,420.678849
39,12,420.823763
43,8,420.921706
48,3,420.959705
39,12,421.102601
35,16,421.299489
17,34,421.69526
48,3,421.732238
49,2,421.756225
46,5,421.815192
50,1,421.828184
37,14,421.992109
40,11,422.125013
42,9,422.234949
36,15,422.40985
5,46,422.958534
44,7,423.035488
23,28,423.372294
50,1,423.384287
32,19,423.620151
47,4,423.667123
47,4,423.712098
44,7,423.804045
44,7,423.896991
45,6,423.966951
45,6,424.038928
31,20,424.286767
43,8,424.381714
48,3,424.417692
49,2,424.442677
45,6,424.513639
41,10,424.62557
39,12,424.76949
47,4,424.823457
35,16,425.035336
50,1,425.049329
44,7,425.136277
50,1,425.150269
49,2,425.173255
49,2,425.198241
45,6,425.271201
45,6,425.344157
47,4,425.390142
48,3,425.426113
42,9,425.532048
45,6,425.605019
44,7,425.696966
47,4,425.746926
28,23,426.025766
48,3,426.060744
43,8,426.15369
39,12,426.305603
49,2,426.329588
48,3,426.364569
42,9,426.46651
32,19,426.691382
50,1,426.703373
28,23,426.978215
32,19,427.196091
50,1,427.212082
39,12,427.362993
48,3,427.396974
49,2,427.420959
48,3,427.456958
24,27,427.776756
46,5,427.840718
46,5,427.900683
29,22,428.16553
45,6,428.246484
47,4,428.295455
24,27,428.617289
40,11,428.750194
50,1,428.762187
40,11,428.89611
49,2,428.919096
37,14,429.093014
22,29,429.442795
41,10,429.582716
48,3,429.624691
36,15,429.806585
42,9,429.916523
44,7,429.997475
36,15,430.169379
47,4,430.218351
48,3,430.259324
37,14,430.426227
48,3,430.466205
17,34,430.892961
48,3,430.926938
49,2,430.951926
26,25,431.246755
39,12,431.387674
46,5,431.44764
33,18,431.667513
50,1,431.681505
44,7,431.767453
38,13,431.924365
30,21,432.178219
30,21,432.431072
50,1,432.446064
42,9,432.555012
30,21,432.808854
49,2,432.834857
33,18,433.051715
44,7,433.139666
50,1,433.152658
39,12,433.301571
46,5,433.362534
41,10,433.482466
45,6,433.554425
50,1,433.567416
44,7,433.64837
47,4,433.696342
9,42,434.191059
47,4,434.240029
38,13,434.401935
50,1,434.414946
45,6,434.481889
34,17,434.679775
46,5,434.741758
46,5,434.803723
48,3,434.841685
45,6,434.919641
37,14,435.090539
30,21,435.34639
49,2,435.370379
49,2,435.394364
39,12,435.54028
47,4,435.587251
49,2,435.610239
50,1,435.623244
43,8,435.733168
45,6,435.827114
46,5,435.899073
50,1,435.915064
45,6,436.013008
42,9,436.121944
40,11,436.292845
46,5,436.374798
40,11,436.514719
43,8,436.610663
45,6,436.678624
40,11,436.810547
37,14,436.994441
26,25,437.297268
45,6,437.373223
43,8,437.467169
48,3,437.505147
48,3,437.543127
32,19,437.789983
46,5,437.861941
50,1,437.876932
21,30,438.242722
47,4,438.29969
45,6,438.381642
45,6,438.452601
-5,56,439.137206
48,3,439.172187
50,1,439.186179
40,11,439.324099
31,20,439.558966
48,3,439.593946
43,8,439.687889
48,3,439.725868
49,2,439.748853
48,3,439.785851
32,19,440.023694
45,6,440.099654
37,14,440.270556
48,3,440.311529
50,1,440.323524
50,1,440.335515
46,5,440.393481
31,20,440.62335
46,5,440.684316
48,3,440.722306
48,3,440.757276
43,8,440.856216
46,5,440.91918
25,26,441.256985
45,6,441.33494
27,24,441.616777
-5,56,442.321371
48,3,442.361348
37,14,442.537246
43,8,442.634191
37,14,442.811088
37,14,442.984988
37,14,443.150893
38,13,443.317798
45,6,443.39875
50,1,443.412742
49,2,443.439726
45,6,443.516681
30,21,443.779532
34,17,444.0074
29,22,444.285237
49,2,444.313222
35,16,444.524101
50,1,444.541091
48,3,444.574072
49,2,444.597058
47,4,444.646031
42,9,444.750971
50,1,444.761963
48,3,444.796947
41,10,444.915875
49,2,444.939861
44,7,445.027811
40,11,445.155738
48,3,445.191715
44,7,445.270671
47,4,445.320642
44,7,445.413587
19,32,445.845338
36,15,446.050222
42,9,446.180147
35,16,446.422014
38,13,446.601903
34,17,446.822775
42,9,446.945704
15,36,447.429426
48,3,447.468404
46,5,447.528369
45,6,447.600326
44,7,447.681282
12,39,448.141015
40,11,448.273938
47,4,448.324911
36,15,448.49881
45,6,448.57077
45,6,448.637729
44,7,448.717704
40,11,448.849607
50,1,448.864599
48,3,448.920567
48,3,448.962541
49,2,448.986528
44,7,449.07248
42,9,449.181416
46,5,449.24338
49,2,449.266367
38,13,449.420278
42,9,449.525218
44,7,449.60917
43,8,449.701128
37,14,449.872021
48,3,449.909996
41,10,450.050915
45,6,450.148858
41,10,450.287778
48,3,450.332752
44,7,450.435693
46,5,450.514647
38,13,450.686548
36,15,450.879437
49,2,450.904423
46,5,450.975382
45,6,451.055335
50,1,451.070328
50,1,451.086318
48,3,451.130292
13,38,451.643998
47,4,451.698965
47,4,451.747939
45,6,451.818895
40,11,451.957828
46,5,452.022789
50,1,452.038772
48,3,452.075759
50,1,452.087741
41,10,452.208682
43,8,452.302617
46,5,452.36658
49,2,452.393565
45,6,452.464525
26,25,452.772349
47,4,452.822318
43,8,452.918281
41,10,453.040193
44,7,453.13114
37,14,453.297044
35,16,453.488935
50,1,453.501926
39,12,453.644842
48,3,453.683822
29,22,453.969655
49,2,453.993643
39,12,454.137558
50,1,454.149551
46,5,454.212515
41,10,454.333445
50,1,454.347437
50,1,454.360431
49,2,454.385417
49,2,454.409402
42,9,454.520339
47,4,454.570322
44,7,454.657259
41,10,454.782189
48,3,454.818166
42,9,454.925106
40,11,455.064024
40,11,455.19395
50,1,455.206943
36,15,455.395834
31,20,455.634696
50,1,455.646689
46,5,455.706654
49,2,455.73364
44,7,455.821589
37,14,455.999506
49,2,456.025472
44,7,456.108441
38,13,456.260334
48,3,456.296314
29,22,456.566171
46,5,456.629122
49,2,456.654121
49,2,456.679112
46,5,456.738063
47,4,456.792028
11,40,457.270756
47,4,457.32474
48,3,457.364698
42,9,457.475635
47,4,457.521608
50,1,457.533601
49,2,457.560585
39,12,457.698505
48,3,457.733486
44,7,457.821435
46,5,457.878402
50,1,457.890395
36,15,458.086282
44,7,458.171235
45,6,458.246192
42,9,458.365122
50,1,458.379115
48,3,458.418093
49,2,458.442077
43,8,458.539022
43,8,458.638965
48,3,458.673944
39,12,458.820859
41,10,458.944788
39,12,459.098699
42,9,459.207635
45,6,459.279594
44,7,459.369545
46,5,459.434518
44,7,459.525453
44,7,459.607406
30,21,459.861259
31,20,460.108117
48,3,460.146095
47,4,460.197066
47,4,460.244038
-7,58,460.925645
32,19,461.166507
47,4,461.217477
44,7,461.305426
33,18,461.524301
30,21,461.764165
44,7,461.849113
47,4,461.896088
45,6,461.967046
36,15,462.147941
47,4,462.196912
43,8,462.289859
44,7,462.384804
23,28,462.711616
50,1,462.726607
39,12,462.87652
27,24,463.173369
49,2,463.196349
47,4,463.246327
50,1,463.261312
45,6,463.338255
47,4,463.386229
39,12,463.526146
47,4,463.57512
19,32,463.951901
32,19,464.182768
39,12,464.326686
48,3,464.361664
44,7,464.447616
50,1,464.45961
50,1,464.471602
49,2,464.497587
44,7,464.585536
49,2,464.608524
50,1,464.621516
49,2,464.647502
33,18,464.868374
34,17,465.074254
30,21,465.334104
50,1,465.349096
40,11,465.475036
42,9,465.578981
34,17,465.779849
46,5,465.844812
32,19,466.075676
50,1,466.087672
34,17,466.290555
49,2,466.318541
46,5,466.3825
25,26,466.69432
48,3,466.7293
48,3,466.766279
44,7,466.853228
47,4,466.9022
42,9,467.011137
37,14,467.182039
50,1,467.195031
45,6,467.266003
48,3,467.304968
47,4,467.360936
44,7,467.453882
16,35,467.866647
49,2,467.891633
49,2,467.915616
6,45,468.453306
43,8,468.548254
48,3,468.58523
49,2,468.612215
47,4,468.664185
48,3,468.702163
0,51,469.309812
49,2,469.333798
49,2,469.358788
49,2,469.38577
48,3,469.422749
19,32,469.804527
29,22,470.081369
32,19,470.307239
48,3,470.348214
49,2,470.375211
46,5,470.434164
46,5,470.492134
41,10,470.612064
45,6,470.68702
38,13,470.845945
33,18,471.05581
43,8,471.155749
46,5,471.213714
31,20,471.454576
39,12,471.599493
44,7,471.679446
50,1,471.691441
36,15,471.872337
44,7,471.952289
42,9,472.058241
44,7,472.147177
47,4,472.197149
40,11,472.324077
50,1,472.337067
50,1,472.350062
17,34,472.758827
27,24,473.040665
26,25,473.359479
44,7,473.446429
9,42,473.973125
36,15,474.153022
50,1,474.167013
42,9,474.271952
38,13,474.428862
48,3,474.461843
21,30,474.813639
46,5,474.874605
42,9,474.981543
17,34,475.395304
47,4,475.451273
39,12,475.612179
35,16,475.835051
50,1,475.849044
43,8,475.95898
42,9,476.08191
48,3,476.120886
40,11,476.264804
34,17,476.494672
33,18,476.730537
48,3,476.772512
25,26,477.129309
50,1,477.142297
48,3,477.180276
42,9,477.307202
43,8,477.419137
46,5,477.482102
50,1,477.495094
21,30,477.843893
40,11,477.971819
25,26,478.271646
43,8,478.366592
33,18,478.584466
45,6,478.655425
48,3,478.689405
36,15,478.879308
48,3,478.917276
38,13,479.074185
24,27,479.408992
49,2,479.437974
47,4,479.487945
17,34,479.885716
49,2,479.910702
48,3,479.94868
36,15,480.119582
44,7,480.202551
41,10,480.319467
43,8,480.416411
43,8,480.511355
46,5,480.574318
31,20,480.815181
39,12,480.957098
30,21,481.209953
35,16,481.404841
50,1,481.419832
50,1,481.432828
49,2,481.45881
42,9,481.569745
47,4,481.616717
45,6,481.68368
47,4,481.729654
42,9,481.845586
49,2,481.871572
33,18,482.087446
30,21,482.336304
33,18,482.553178
31,20,482.788056
47,4,482.839013
45,6,482.910975
48,3,482.948968
43,8,483.044895
48,3,483.081874
43,8,483.19481
50,1,483.207802
49,2,483.232786
20,31,483.598593
50,1,483.610581
36,15,483.790466
41,10,483.915393
47,4,483.959367
44,7,484.04332
50,1,484.056312
43,8,484.158253
29,22,484.414124
50,1,484.428097
48,3,484.471074
44,7,484.555024
48,3,484.590003
20,31,484.96279
45,6,485.034747
47,4,485.082721
28,23,485.348566
45,6,485.419525
37,14,485.592426
37,14,485.76033
48,3,485.804304
38,13,485.958216
48,3,485.996193
47,4,486.045167
27,24,486.33
43,8,486.426945
46,5,486.496904
13,38,486.957639
45,6,487.034595
35,16,487.227484
48,3,487.266462
35,16,487.457351
26,25,487.753181
50,1,487.764177
49,2,487.791177
48,3,487.831139
46,5,487.9001
50,1,487.913088
49,2,487.943072
45,6,488.014032
46,5,488.078993
14,37,488.53573
50,1,488.549721
40,11,488.681646
50,1,488.69364
44,7,488.775593
32,19,489.00646
49,2,489.030444
48,3,489.064425
49,2,489.089411
40,11,489.224336
30,21,489.471191
38,13,489.626101
50,1,489.638095
47,4,489.685067
21,30,490.032867
37,14,490.204767
47,4,490.252741
49,2,490.276725
28,23,490.563561
21,30,490.920373
50,1,490.932349
47,4,490.979321
47,4,491.026313
30,21,491.278167
36,15,491.460047
34,17,491.667924
43,8,491.764872
50,1,491.775862
24,27,492.096677
47,4,492.146648
43,8,492.247591
48,3,492.28357
46,5,492.348531
30,21,492.600388
50,1,492.612398
37,14,492.775289
45,6,492.85126
50,1,492.865246
37,14,493.038135
47,4,493.085106
39,12,493.236022
48,3,493.271011
36,15,493.448898
43,8,493.548839
45,6,493.618799
50,1,493.631791
40,11,493.758718
40,11,493.889643
44,7,493.971596
47,4,494.020568
45,6,494.091527
40,11,494.222451
37,14,494.390356
38,13,494.548276
42,9,494.660202
42,9,494.766141
50,1,494.78213
32,19,495.020993
43,8,495.116935
37,14,495.28484
46,5,495.343806
49,2,495.37079
37,14,495.542691
47,4,495.593661
47,4,495.638634
44,7,495.720591
45,6,495.796544
15,36,496.216314
3,48,496.79197
19,32,497.181746
50,1,497.194739
42,9,497.303678
45,6,497.379632
35,16,497.57252
49,2,497.595507
46,5,497.655472
46,5,497.719436
41,10,497.844365
50,1,497.857374
44,7,497.941312
46,5,498.001285
46,5,498.069253
50,1,498.082238
47,4,498.131198
50,1,498.143195
49,2,498.167177
38,13,498.323088
44,7,498.406044
48,3,498.442022
48,3,498.477001
50,1,498.489995
25,26,498.80281
49,2,498.826797
48,3,498.862778
47,4,498.911748
50,1,498.924741
50,1,498.938732
43,8,499.034677
18,33,499.433448
49,2,499.456434
46,5,499.5144
47,4,499.56737
35,16,499.765256
30,21,500.014112
42,9,500.133046
-12,63,500.893606
48,3,500.930584
47,4,500.978559
50,1,500.990553
48,3,501.028547
44,7,501.110481
44,7,501.193434
9,42,501.698143
45,6,501.771103
42,9,501.889033
47,4,501.935024
30,21,502.183862
48,3,502.218842
40,11,502.356763
48,3,502.391742
47,4,502.442713
40,11,502.577635
21,30,502.920438
39,12,503.061356
49,2,503.084344
46,5,503.143309
48,3,503.180289
36,15,503.353189
44,7,503.432144
48,3,503.467123
41,10,503.59205
49,2,503.618035
46,5,503.679
48,3,503.71498
32,19,503.943848
42,9,504.057782
45,6,504.130742
49,2,504.155725
46,5,504.216691
27,24,504.501526
49,2,504.525512
39,12,504.675426
50,1,504.687419
50,1,504.700411
41,10,504.817344
47,4,504.863317
46,5,504.921288
50,1,504.933277
34,17,505.129164
37,14,505.306061
45,6,505.378021
48,3,505.415
45,6,505.490957
29,22,505.791784
50,1,505.809772
49,2,505.843753
39,12,506.023648
50,1,506.03964
25,26,506.40343
11,40,506.944118
47,4,507.003085
35,16,507.214962
50,1,507.228954
44,7,507.322899
38,13,507.491803
50,1,507.507793
41,10,507.632721
48,3,507.667701
34,17,507.867587
39,12,508.006509
50,1,508.019498
46,5,508.078465
43,8,508.174408
45,6,508.247367
44,7,508.347309
29,22,508.608159
19,32,509.001933
46,5,509.061915
31,20,509.301759
42,9,509.414697
46,5,509.472661
23,28,509.809467
49,2,509.834453
45,6,509.906412
50,1,509.918404
49,2,509.940392
48,3,509.976371
46,5,510.036335
39,12,510.178254
35,16,510.365146
43,8,510.459091
37,14,510.632992
43,8,510.730937
47,4,510.778908
38,13,510.933818
-25,76,511.853306
46,5,511.910256
45,6,511.982214
39,12,512.128129
47,4,512.177101
23,28,512.514907
22,29,512.874699
45,6,512.950656
32,19,513.189517
47,4,513.243486
49,2,513.27247
22,29,513.632262
26,25,513.931091
42,9,514.03403
48,3,514.070011
16,35,514.484783
40,11,514.620692
50,1,514.633685
46,5,514.693651
46,5,514.752618
47,4,514.800607
49,2,514.823588
49,2,514.848573
49,2,514.871567
43,8,514.964506
39,12,515.112409
29,22,515.379259
46,5,515.441223
48,3,515.477201
50,1,515.490192
50,1,515.504201
47,4,515.556155
49,2,515.58114
47,4,515.627114
47,4,515.674087
48,3,515.709065
42,9,515.818002
49,2,515.841989
50,1,515.853982
46,5,515.90995
34,17,516.118848
49,2,516.143818
34,17,516.337704
48,3,516.374681
48,3,516.408661
40,11,516.540586
48,3,516.581563
50,1,516.595555
50,1,516.610546
43,8,516.714487
48,3,516.752466
40,11,516.891384
47,4,516.940358
50,1,516.952351
40,11,517.084286
35,16,517.26417
49,2,517.288161
44,7,517.377105
41,10,517.504031
50,1,517.519022
48,3,517.561997
42,9,517.691923
47,4,517.744891
46,5,517.809855
47,4,517.861825
49,2,517.888808
50,1,517.900801
28,23,518.184639
48,3,518.221617
43,8,518.333552
8,43,518.906224
34,17,519.123097
48,3,519.167072
40,11,519.303993
41,10,519.446911
42,9,519.565841
43,8,519.665786
19,32,520.134823
41,10,520.27874
45,6,520.371687
4,47,521.062296
50,1,521.075288
46,5,521.14225
26,25,521.476057
43,8,521.578
43,8,521.672944
32,19,521.915804
47,4,521.963778
47,4,522.010749
45,6,522.086706
32,19,522.321572
36,15,522.517457
48,3,522.561433
42,9,522.687378
23,28,523.081133
47,4,523.137101
48,3,523.181077
49,2,523.211058
47,4,523.268026
30,21,523.569853
36,15,523.77873
45,6,523.86768
48,3,523.913654
42,9,524.039587
43,8,524.148517
49,2,524.177501
37,14,524.37139
48,3,524.42136
27,24,524.756169
45,6,524.844119
47,4,524.902084
39,12,525.077982
41,10,525.23889
46,5,525.313846
40,11,525.468755
48,3,525.509733
42,9,525.644654
42,9,525.754592
39,12,525.900507
48,3,525.936488
47,4,525.986459
31,20,526.234315
40,11,526.364241
8,43,526.885938
47,4,526.935912
42,9,527.046848
47,4,527.097836
43,8,527.197772
45,6,527.274733
31,20,527.523572
44,7,527.614519
45,6,527.696472
48,3,527.73445
37,14,527.902354
48,3,527.94333
50,1,527.957322
48,3,527.996299
47,4,528.043273
48,3,528.085247
43,8,528.18619
45,6,528.261147
49,2,528.288131
46,5,528.350095
46,5,528.419055
46,5,528.485018
48,3,528.519999
45,6,528.598953
34,17,528.811831
47,4,528.858805
50,1,528.870798
43,8,528.967741
41,10,529.087671
49,2,529.113656
36,15,529.307561
37,14,529.485441
38,13,529.653346
27,24,529.964166
50,1,529.979156
39,12,530.12907
47,4,530.178042
37,14,530.353939
32,19,530.61379
38,13,530.775699
32,19,531.009562
50,1,531.023554
43,8,531.133491
47,4,531.185461
37,14,531.352377
24,27,531.687175
29,22,531.954018
43,8,532.049963
33,18,532.279829
38,13,532.463723
45,6,532.542679
45,6,532.663611
48,3,532.706584
49,2,532.736568
38,13,532.93745
18,33,533.377949
47,4,533.434918
45,6,533.508874
43,8,533.622807
45,6,533.695766
45,6,533.857672
44,7,533.973675
49,2,534.000656
48,3,534.039635
31,20,534.297486
49,2,534.322472
37,14,534.492373
45,6,534.570329
49,2,534.599313
48,3,534.634292
47,4,534.683264
45,6,534.752223
44,7,534.841173
49,2,534.865159
45,6,534.937118
49,2,534.963101
45,6,535.03706
46,5,535.099024
44,7,535.188972
43,8,535.284915
50,1,535.299911
42,9,535.420838
37,14,535.633718
44,7,535.732658
43,8,535.842595
49,2,535.866581
29,22,536.173406
48,3,536.217379
48,3,536.259355
31,20,536.527203
47,4,536.585166
14,37,537.095874
43,8,537.200813
44,7,537.299755
37,14,537.472656
37,14,537.650554
21,30,538.00235
49,2,538.026348
45,6,538.099294
46,5,538.161261
46,5,538.222222
43,8,538.317169
35,16,538.506079
46,5,538.577019
49,2,538.61
47,4,538.66297
49,2,538.688954
45,6,538.758915
47,4,538.810896
46,5,538.873848
35,16,539.068738
50,1,539.081731
38,13,539.238639
50,1,539.25063
45,6,539.321589
47,4,539.368563
50,1,539.381554
32,19,539.610423
42,9,539.721361
38,13,539.880267
50,1,539.89326
46,5,539.949228
26,25,540.254052
49,2,540.27804
26,25,540.579883
27,24,540.876695
48,3,540.913672
49,2,540.938657
49,2,540.962644
47,4,541.013614
41,10,541.132545
40,11,541.269467
31,20,541.501336
39,12,541.650259
49,2,541.676234
43,8,541.771181
24,27,542.108984
39,12,542.248902
45,6,542.325859
45,6,542.398816
43,8,542.501756
36,15,542.693646
29,22,542.966489
40,11,543.101411
50,1,543.114404
30,21,543.36126
48,3,543.397241
21,30,543.768026
32,19,544.005889
44,7,544.091841
43,8,544.190782
50,1,544.202775
40,11,544.3327
46,5,544.393666
37,14,544.565567
47,4,544.621533
49,2,544.64652
42,9,544.753458
50,1,544.765451
45,6,544.840409
49,2,544.863396
49,2,544.887381
47,4,544.944348
41,10,545.072274
36,15,545.25517
38,13,545.414096
48,3,545.453059
46,5,545.512021
47,4,545.560992
35,16,545.751882
49,2,545.774869
46,5,545.835835
50,1,545.848827
48,3,545.883806
49,2,545.909791
46,5,545.971756
49,2,545.995744
27,24,546.274585
35,16,546.462474
50,1,546.476465
46,5,546.539429
30,21,546.78629
32,19,547.018156
50,1,547.032144
48,3,547.071126
41,10,547.188057
43,8,547.285017
49,2,547.307985
50,1,547.319978
40,11,547.449907
42,9,547.557841
36,15,547.740736
46,5,547.800703
49,2,547.823689
49,2,547.849676
47,4,547.899644
46,5,547.95861
40,11,548.088536
43,8,548.182481
49,2,548.207467
40,11,548.335394
47,4,548.382369
42,9,548.486307
45,6,548.563262
47,4,548.620229
29,22,548.879082
38,13,549.030995
41,10,549.163916
48,3,549.200895
49,2,549.226879
49,2,549.250866
48,3,549.288843
50,1,549.302835
38,13,549.451751
40,11,549.585676
38,13,549.746584
41,10,549.878505
48,3,549.92048
47,4,549.97045
