#{"t_start": 1595257204.4953346, "env_id": "NovelGridworld-v0"}
r,l,t 
48,3,251.272152
43,8,251.340129
46,5,251.382089
43,8,251.458056
44,7,251.522009
46,5,251.570981
47,4,251.613956
39,12,251.724902
46,5,251.770865
48,3,251.799859
48,3,251.830841
44,7,251.889808
11,40,252.245606
43,8,252.320548
47,4,252.361526
47,4,252.398503
47,4,252.433483
49,2,252.453482
43,8,252.522434
42,9,252.606383
50,1,252.61538
47,4,252.651357
48,3,252.678342
41,10,252.772287
46,5,252.814264
50,1,252.823258
47,4,252.860238
29,22,253.065134
50,1,253.075125
48,3,253.103114
45,6,253.163074
34,17,253.316989
46,5,253.361948
50,1,253.370943
33,18,253.538846
44,7,253.605808
49,2,253.622799
48,3,253.649782
34,17,253.796697
44,7,253.855675
44,7,253.923626
50,1,253.934629
28,23,254.162502
31,20,254.347382
45,6,254.39835
49,2,254.416342
45,6,254.470309
50,1,254.480305
39,12,254.588252
49,2,254.608231
39,12,254.716167
26,25,254.946034
41,10,255.041979
44,7,255.106942
49,2,255.125931
50,1,255.136925
37,14,255.270848
48,3,255.299833
47,4,255.34081
41,10,255.437762
36,15,255.57867
42,9,255.664636
38,13,255.788549
43,8,255.866505
38,13,255.99543
47,4,256.035409
45,6,256.087376
48,3,256.113361
41,10,256.200311
46,5,256.248286
48,3,256.273269
41,10,256.369225
39,12,256.473156
44,7,256.533122
48,3,256.561104
47,4,256.60208
36,15,256.746997
31,20,256.930904
44,7,256.995855
47,4,257.033846
49,2,257.053819
45,6,257.1078
47,4,257.145769
43,8,257.218724
38,13,257.336656
47,4,257.375649
49,2,257.396638
47,4,257.443597
43,8,257.514556
49,2,257.534558
37,14,257.65947
45,6,257.718447
41,10,257.809386
43,8,257.874349
47,4,257.914326
43,8,257.996277
38,13,258.114209
41,10,258.201169
49,2,258.219159
43,8,258.292119
31,20,258.470003
49,2,258.488008
48,3,258.51298
45,6,258.563949
48,3,258.589937
46,5,258.636918
42,9,258.719859
46,5,258.766843
50,1,258.778836
50,1,258.789819
46,5,258.831805
45,6,258.883765
49,2,258.903753
49,2,258.924741
39,12,259.040673
47,4,259.079652
50,1,259.089647
49,2,259.108635
45,6,259.171598
49,2,259.192586
50,1,259.202581
37,14,259.331506
45,6,259.390474
50,1,259.399468
45,6,259.452439
36,15,259.588359
49,2,259.608347
34,17,259.770256
48,3,259.795241
38,13,259.910173
45,6,259.973136
40,11,260.073079
36,15,260.206005
41,10,260.316938
48,3,260.349921
36,15,260.600775
33,18,260.788667
39,12,260.900602
34,17,261.075503
42,9,261.154456
46,5,261.19743
46,5,261.241405
47,4,261.284381
41,10,261.376328
49,2,261.394317
49,2,261.413306
38,13,261.543232
38,13,261.674157
46,5,261.728126
45,6,261.792088
48,3,261.823072
50,1,261.833064
30,21,262.045942
48,3,262.078923
45,6,262.144885
46,5,262.200853
42,9,262.30979
41,10,262.428721
30,21,262.746538
46,5,262.818498
40,11,262.959417
41,10,263.096337
37,14,263.291225
48,3,263.329202
50,1,263.343194
49,2,263.376175
47,4,263.436141
49,2,263.465124
44,7,263.564067
47,4,263.621034
50,1,263.636026
45,6,263.712982
50,1,263.727973
43,8,263.840907
37,14,264.027799
46,5,264.081768
48,3,264.118747
40,11,264.241676
47,4,264.286653
47,4,264.332623
44,7,264.40958
40,11,264.569491
42,9,264.729395
41,10,264.858322
44,7,264.975254
41,10,265.141158
37,14,265.303064
41,10,265.411002
43,8,265.505947
35,16,265.666854
48,3,265.697836
46,5,265.740812
38,13,265.901719
35,16,266.069622
50,1,266.079617
42,9,266.170565
46,5,266.218538
35,16,266.379444
47,4,266.415423
39,12,266.531356
39,12,266.645292
45,6,266.722246
49,2,266.742234
48,3,266.773217
46,5,266.829185
44,7,266.904142
29,22,267.15
43,8,267.236953
32,19,267.429839
39,12,267.53378
46,5,267.58275
35,16,267.73168
43,8,267.807623
43,8,267.886577
37,14,268.024496
44,7,268.097453
47,4,268.13743
42,9,268.222381
36,15,268.373294
46,5,268.429263
37,14,268.567185
46,5,268.612159
46,5,268.66014
47,4,268.704103
38,13,268.847022
46,5,268.896992
47,4,268.938968
35,16,269.129858
46,5,269.176831
50,1,269.187824
41,10,269.277773
44,7,269.337738
47,4,269.373717
48,3,269.398703
43,8,269.47266
50,1,269.481657
46,5,269.524631
49,2,269.54262
40,11,269.641563
37,14,269.765493
44,7,269.832454
50,1,269.842447
39,12,269.947387
50,1,269.960379
49,2,269.984366
38,13,270.107294
50,1,270.11629
41,10,270.206239
40,11,270.2982
44,7,270.359152
-10,61,270.936816
43,8,271.029763
44,7,271.108718
43,8,271.228648
48,3,271.273623
41,10,271.41754
45,6,271.493497
41,10,271.602433
48,3,271.634414
49,2,271.655403
48,3,271.688384
38,13,271.825305
36,15,271.981216
42,9,272.09215
24,27,272.376003
45,6,272.428958
46,5,272.475931
42,9,272.555899
50,1,272.56489
42,9,272.658823
48,3,272.688806
47,4,272.727786
39,12,272.847717
28,23,273.074584
39,12,273.212505
47,4,273.25648
50,1,273.266474
46,5,273.321442
48,3,273.350425
35,16,273.525325
47,4,273.563303
41,10,273.647265
49,2,273.665244
48,3,273.698236
47,4,273.733204
38,13,273.868127
41,10,273.983061
46,5,274.05602
37,14,274.213928
45,6,274.274897
40,11,274.395822
49,2,274.416811
48,3,274.446794
49,2,274.465783
49,2,274.482773
45,6,274.540741
43,8,274.627691
49,2,274.650677
49,2,274.671664
47,4,274.713639
48,3,274.739624
38,13,274.862553
49,2,274.881542
47,4,274.92052
30,21,275.1294
50,1,275.144391
44,7,275.211354
49,2,275.236341
48,3,275.271319
44,7,275.341279
50,1,275.352271
47,4,275.390265
45,6,275.449215
44,7,275.518177
43,8,275.595134
50,1,275.606127
40,11,275.725057
37,14,275.878968
46,5,275.933936
45,6,275.989904
48,3,276.021885
47,4,276.062861
45,6,276.130823
49,2,276.155809
48,3,276.190788
46,5,276.247755
40,11,276.364688
49,2,276.382677
30,21,276.573568
33,18,276.751464
39,12,276.8664
42,9,276.956347
39,12,277.074289
47,4,277.117256
50,1,277.129246
45,6,277.202205
38,13,277.350121
45,6,277.408086
50,1,277.421079
42,9,277.529016
50,1,277.54001
50,1,277.552003
46,5,277.602974
46,5,277.657943
49,2,277.683928
46,5,277.737896
44,7,277.810855
43,8,277.888809
45,6,277.952772
44,7,278.02673
40,11,278.14566
48,3,278.177642
41,10,278.283582
48,3,278.317562
47,4,278.362536
45,6,278.423501
42,9,278.516447
39,12,278.644373
47,4,278.689347
48,3,278.721329
49,2,278.745316
44,7,278.816275
44,7,278.889233
49,2,278.914218
42,9,279.017159
44,7,279.098112
46,5,279.15308
47,4,279.196055
50,1,279.20505
49,2,279.229037
50,1,279.241031
50,1,279.253023
34,17,279.427923
25,26,279.698766
43,8,279.782719
45,6,279.842682
38,13,279.975606
33,18,280.168495
50,1,280.179489
34,17,280.352389
45,6,280.415353
37,14,280.56527
39,12,280.695191
41,10,280.797133
42,9,280.896075
40,11,281.019005
50,1,281.032997
47,4,281.083967
48,3,281.119947
45,6,281.180912
49,2,281.202899
39,12,281.325828
46,5,281.375799
50,1,281.388792
38,13,281.520716
41,10,281.61966
42,9,281.7196
39,12,281.84153
46,5,281.891502
37,14,282.059405
50,1,282.072397
44,7,282.161347
46,5,282.22331
48,3,282.260289
41,10,282.371225
47,4,282.414201
50,1,282.424195
45,6,282.487159
38,13,282.621081
48,3,282.654063
45,6,282.720024
35,16,282.923907
48,3,282.961886
49,2,282.982872
50,1,282.992867
47,4,283.037843
47,4,283.079816
32,19,283.277702
46,5,283.323676
38,13,283.452603
45,6,283.512567
40,11,283.616508
43,8,283.697461
47,4,283.743434
37,14,283.867362
49,2,283.885352
46,5,283.930326
50,1,283.94132
49,2,283.971303
47,4,284.01128
43,8,284.089235
40,11,284.199182
50,1,284.212175
49,2,284.232154
44,7,284.295115
43,8,284.368074
50,1,284.379067
48,3,284.405052
34,17,284.564962
46,5,284.609946
36,15,284.748854
46,5,284.796827
41,10,284.884792
47,4,284.921754
42,9,285.008705
44,7,285.079664
39,12,285.192599
40,11,285.301538
32,19,285.476434
42,9,285.568382
49,2,285.586372
46,5,285.633345
46,5,285.679317
48,3,285.706303
48,3,285.734286
40,11,285.832229
50,1,285.841225
46,5,285.887201
36,15,286.022121
49,2,286.041111
42,9,286.122064
43,8,286.199018
47,4,286.235998
47,4,286.273976
48,3,286.30196
43,8,286.374917
48,3,286.402916
46,5,286.444876
47,4,286.482854
42,9,286.55981
37,14,286.681742
33,18,286.841648
39,12,286.948587
46,5,286.992572
47,4,287.030541
46,5,287.080526
31,20,287.257408
49,2,287.274398
46,5,287.318388
42,9,287.398343
41,10,287.495282
48,3,287.527253
47,4,287.569229
43,8,287.644185
33,18,287.80909
49,2,287.826092
43,8,287.912033
35,16,288.079934
43,8,288.160887
40,11,288.267827
34,17,288.428734
50,1,288.440728
38,13,288.567653
43,8,288.639611
31,20,288.817509
27,24,289.031387
47,4,289.071365
42,9,289.152316
48,3,289.181299
39,12,289.290237
41,10,289.379186
40,11,289.472132
49,2,289.49112
45,6,289.546091
49,2,289.56208
41,10,289.652028
45,6,289.711994
40,11,289.82093
45,6,289.876899
47,4,289.916875
46,5,289.96085
47,4,289.998827
50,1,290.007823
44,7,290.071787
50,1,290.083794
42,9,290.164743
42,9,290.248683
42,9,290.333646
47,4,290.372612
42,9,290.453567
46,5,290.49854
47,4,290.537533
47,4,290.573496
47,4,290.606477
45,6,290.658467
46,5,290.700424
40,11,290.805366
47,4,290.839344
49,2,290.856333
40,11,290.948281
41,10,291.040243
44,7,291.112186
41,10,291.207131
41,10,291.305077
35,16,291.452991
45,6,291.510972
41,10,291.604903
45,6,291.65987
44,7,291.728831
39,12,291.85076
39,12,291.960697
41,10,292.054644
49,2,292.079628
42,9,292.168578
36,15,292.331484
42,9,292.428427
50,1,292.441421
43,8,292.527371
49,2,292.547359
46,5,292.602327
43,8,292.68628
48,3,292.716262
48,3,292.749243
49,2,292.772229
48,3,292.808208
36,15,292.985106
50,1,292.995101
46,5,293.056067
42,9,293.167003
44,7,293.252953
42,9,293.349897
43,8,293.433848
41,10,293.538787
44,7,293.604749
44,7,293.67372
47,4,293.708692
49,2,293.726681
49,2,293.746667
45,6,293.806636
50,1,293.818626
47,4,293.852606
45,6,293.904588
42,9,293.999522
50,1,294.009516
45,6,294.064485
46,5,294.117455
44,7,294.180418
50,1,294.19241
43,8,294.265369
48,3,294.291353
42,9,294.379304
42,9,294.474259
49,2,294.494236
42,9,294.589181
45,6,294.656144
45,6,294.715109
40,11,294.832042
43,8,294.909009
39,12,295.030927
49,2,295.047918
33,18,295.218835
48,3,295.252799
48,3,295.281783
46,5,295.328758
34,17,295.483667
49,2,295.501656
38,13,295.630583
44,7,295.691549
45,6,295.746515
44,7,295.80948
50,1,295.818473
46,5,295.867461
45,6,295.921414
47,4,295.955394
42,9,296.036349
42,9,296.125296
50,1,296.13629
48,3,296.162286
48,3,296.190275
46,5,296.237231
41,10,296.327179
44,7,296.392145
45,6,296.444114
45,6,296.499082
45,6,296.559062
44,7,296.621026
44,7,296.681977
49,2,296.700975
46,5,296.748938
49,2,296.765943
42,9,296.851888
47,4,296.886858
40,11,296.9878
50,1,296.999792
45,6,297.066769
36,15,297.201676
40,11,297.313612
41,10,297.410571
48,3,297.442552
44,7,297.506503
35,16,297.684398
49,2,297.703387
45,6,297.767351
39,12,297.889295
50,1,297.900273
44,7,297.969234
48,3,297.998219
47,4,298.0342
38,13,298.179113
34,17,298.358009
50,1,298.371002
45,6,298.433965
39,12,298.552913
36,15,298.687819
49,2,298.706808
40,11,298.805752
49,2,298.828738
49,2,298.851724
48,3,298.87771
39,12,298.98165
42,9,299.063602
49,2,299.084592
28,23,299.293486
36,15,299.43139
44,7,299.493371
49,2,299.510361
45,6,299.567312
46,5,299.611287
49,2,299.628279
47,4,299.667256
42,9,299.750207
46,5,299.79618
44,7,299.858145
47,4,299.897123
37,14,300.035043
47,4,300.072021
44,7,300.14298
43,8,300.21494
48,3,300.242923
34,17,300.410827
47,4,300.451804
32,19,300.630699
35,16,300.78561
50,1,300.794605
44,7,300.857568
44,7,300.922542
26,25,301.160394
40,11,301.263335
48,3,301.292334
40,11,301.390277
32,19,301.563161
49,2,301.580151
46,5,301.625126
49,2,301.644115
45,6,301.698084
46,5,301.74006
42,9,301.832022
42,9,301.914971
31,20,302.111846
45,6,302.167813
43,8,302.234775
47,4,302.279749
32,19,302.461659
48,3,302.487629
43,8,302.561586
49,2,302.580575
35,16,302.732487
33,18,302.901406
46,5,302.948366
40,11,303.053303
46,5,303.100276
34,17,303.270178
45,6,303.332142
40,11,303.445077
44,7,303.513038
38,13,303.636967
46,5,303.681941
49,2,303.70093
47,4,303.738907
49,2,303.759896
37,14,303.894818
50,1,303.903813
49,2,303.928799
48,3,303.953784
43,8,304.032738
46,5,304.078727
47,4,304.11769
37,14,304.266606
34,17,304.455497
46,5,304.519459
46,5,304.575426
48,3,304.608407
36,15,304.768316
37,14,304.915241
50,1,304.927225
37,14,305.068141
46,5,305.115114
47,4,305.160089
48,3,305.190071
46,5,305.232048
42,9,305.315
34,17,305.46891
45,6,305.531873
49,2,305.550865
27,24,305.772736
41,10,305.860701
48,3,305.885669
45,6,305.94064
49,2,305.959629
47,4,305.997607
50,1,306.008599
46,5,306.061579
50,1,306.072564
24,27,306.322419
34,17,306.483325
36,15,306.625243
44,7,306.697217
47,4,306.740177
49,2,306.758166
42,9,306.846116
45,6,306.901085
38,13,307.020027
43,8,307.096973
41,10,307.193916
45,6,307.250883
33,18,307.422784
44,7,307.486748
35,16,307.640658
44,7,307.70962
48,3,307.738601
43,8,307.822556
45,6,307.876533
50,1,307.886516
42,9,307.975465
47,4,308.01844
41,10,308.107389
45,6,308.18035
45,6,308.235331
40,11,308.340255
41,10,308.428216
47,4,308.470191
38,13,308.597118
49,2,308.618094
35,16,308.765012
38,13,308.885942
43,8,308.957914
49,2,308.9779
41,10,309.070849
48,3,309.096834
36,15,309.241736
49,2,309.262723
43,8,309.342678
49,2,309.362665
45,6,309.417634
47,4,309.455627
47,4,309.492593
41,10,309.605537
48,3,309.635511
46,5,309.682481
50,1,309.692475
43,8,309.769431
41,10,309.874373
49,2,309.896374
47,4,309.935338
42,9,310.015294
50,1,310.024284
45,6,310.077253
39,12,310.195201
50,1,310.205183
48,3,310.231164
49,2,310.249155
45,6,310.304138
46,5,310.351095
40,11,310.459034
43,8,310.537988
42,9,310.615943
48,3,310.641928
42,9,310.726881
44,7,310.796841
46,5,310.843814
48,3,310.870808
46,5,310.916769
42,9,311.00472
47,4,311.050692
34,17,311.234589
49,2,311.255575
39,12,311.384501
42,9,311.476447
45,6,311.54041
38,13,311.683327
46,5,311.733299
47,4,311.780278
45,6,311.839238
48,3,311.870219
44,7,311.937181
49,2,311.955173
40,11,312.053117
50,1,312.062112
45,6,312.115081
44,7,312.189039
45,6,312.246006
47,4,312.281983
44,7,312.34796
47,4,312.383924
39,12,312.497858
45,6,312.554826
49,2,312.572816
50,1,312.581812
49,2,312.599799
44,7,312.66876
38,13,312.806681
42,9,312.900626
41,10,313.012562
35,16,313.163477
41,10,313.257436
49,2,313.27541
41,10,313.375352
50,1,313.385346
27,24,313.637217
49,2,313.658189
37,14,313.8141
43,8,313.893054
43,8,313.976006
49,2,313.995998
34,17,314.151904
50,1,314.161899
47,4,314.203876
42,9,314.286827
48,3,314.314811
49,2,314.334802
35,16,314.495708
47,4,314.531685
46,5,314.582657
40,11,314.690595
38,13,314.815525
46,5,314.871492
43,8,314.95744
48,3,314.991421
33,18,315.182313
49,2,315.203298
49,2,315.2243
45,6,315.282256
49,2,315.300243
50,1,315.30924
37,14,315.442163
50,1,315.452156
46,5,315.507127
33,18,315.688019
26,25,315.922884
45,6,315.978852
50,1,315.989848
37,14,316.121769
49,2,316.138759
41,10,316.234704
45,6,316.290671
50,1,316.300678
48,3,316.336645
48,3,316.370629
43,8,316.447581
47,4,316.48456
50,1,316.497552
46,5,316.547525
42,9,316.643471
45,6,316.706433
41,10,316.804376
38,13,316.924306
39,12,317.036257
43,8,317.108201
46,5,317.150176
50,1,317.16217
50,1,317.171175
46,5,317.221135
43,8,317.294096
43,8,317.367053
35,16,317.52596
41,10,317.616907
35,16,317.767821
36,15,317.92473
40,11,318.026671
32,19,318.203585
37,14,318.328499
45,6,318.381466
38,13,318.503396
37,14,318.664304
40,11,318.779246
47,4,318.818215
43,8,318.891174
46,5,318.954136
47,4,318.995116
33,18,319.17301
44,7,319.248982
40,11,319.34791
49,2,319.365899
43,8,319.437873
45,6,319.491827
48,3,319.519826
50,1,319.528806
46,5,319.584773
44,7,319.651735
44,7,319.723693
49,2,319.746681
41,10,319.837628
41,10,319.931574
43,8,320.017523
46,5,320.073491
50,1,320.086484
39,12,320.217424
44,7,320.297378
40,11,320.410299
48,3,320.438297
37,14,320.568217
39,12,320.673147
49,2,320.693135
46,5,320.74312
48,3,320.771091
47,4,320.814064
47,4,320.860042
49,2,320.881025
39,12,320.992961
47,4,321.027941
48,3,321.054927
42,9,321.138877
46,5,321.18585
49,2,321.206837
35,16,321.353754
46,5,321.401726
38,13,321.517658
38,13,321.638592
49,2,321.660576
40,11,321.767515
39,12,321.888444
45,6,321.944413
47,4,321.987388
44,7,322.060346
46,5,322.112316
40,11,322.232247
49,2,322.256233
50,1,322.268227
48,3,322.301207
50,1,322.3142
44,7,322.387157
45,6,322.456118
42,9,322.549064
39,12,322.680988
49,2,322.704974
49,2,322.727976
40,11,322.839897
41,10,322.944836
40,11,323.057771
27,24,323.311625
42,9,323.409569
42,9,323.506513
48,3,323.537494
31,20,323.716401
50,1,323.726386
47,4,323.760368
43,8,323.842319
42,9,323.916276
45,6,323.973254
40,11,324.073201
47,4,324.115162
38,13,324.244099
49,2,324.264076
49,2,324.282065
44,7,324.348028
48,3,324.381009
33,18,324.549912
47,4,324.588891
37,14,324.712816
45,6,324.773782
40,11,324.878721
47,4,324.922696
50,1,324.93369
46,5,324.979663
49,2,324.996654
50,1,325.005648
45,6,325.05662
39,12,325.167555
50,1,325.177549
50,1,325.186544
48,3,325.21954
49,2,325.239515
48,3,325.265498
39,12,325.375435
48,3,325.402431
45,6,325.456389
49,2,325.478376
39,12,325.584325
43,8,325.658272
42,9,325.741225
49,2,325.762213
49,2,325.780201
47,4,325.815181
50,1,325.824176
27,24,326.035054
35,16,326.187967
2,49,326.645702
19,32,326.942532
49,2,326.960522
41,10,327.051469
49,2,327.068459
46,5,327.111434
42,9,327.194397
36,15,327.339303
45,6,327.397269
34,17,327.559191
31,20,327.744069
49,2,327.765059
47,4,327.807049
49,2,327.831035
47,4,327.866
43,8,327.93597
43,8,328.007917
50,1,328.016912
47,4,328.051892
37,14,328.180818
40,11,328.288755
31,20,328.486641
47,4,328.527618
50,1,328.54161
50,1,328.549605
49,2,328.566595
49,2,328.582587
43,8,328.657543
32,19,328.84044
48,3,328.868421
39,12,328.982358
37,14,329.104287
49,2,329.121275
37,14,329.260196
46,5,329.309169
43,8,329.382125
41,10,329.475087
42,9,329.550031
43,8,329.627983
33,18,329.787892
49,2,329.809879
50,1,329.818873
45,6,329.871858
35,16,330.010765
42,9,330.089716
39,12,330.19867
46,5,330.250636
28,23,330.454507
48,3,330.481509
47,4,330.521471
50,1,330.531478
36,15,330.660389
49,2,330.680392
47,4,330.720369
44,7,330.787316
38,13,330.90625
40,11,331.005189
36,15,331.135114
31,20,331.31601
42,9,331.400961
36,15,331.563883
43,8,331.633828
40,11,331.740768
28,23,331.954644
44,7,332.022603
46,5,332.066578
45,6,332.123545
42,9,332.209495
44,7,332.273459
48,3,332.303441
45,6,332.361407
44,7,332.427369
45,6,332.483339
41,10,332.580281
41,10,332.674227
40,11,332.779167
49,2,332.798157
48,3,332.825141
40,11,332.922084
44,7,332.983049
49,2,333.001038
41,10,333.090998
48,3,333.118973
41,10,333.210918
37,14,333.350837
38,13,333.468771
39,12,333.570713
49,2,333.589715
50,1,333.601709
50,1,333.611705
41,10,333.697638
43,8,333.779592
41,10,333.899523
39,12,334.043438
47,4,334.084414
47,4,334.129389
38,13,334.268309
46,5,334.316283
32,19,334.529159
49,2,334.554144
49,2,334.577131
44,7,334.651087
48,3,334.680071
34,17,334.833982
47,4,334.866964
39,12,334.987894
49,2,335.009898
41,10,335.099829
50,1,335.110833
48,3,335.134809
44,7,335.195785
41,10,335.287732
34,17,335.448628
49,2,335.46662
50,1,335.475612
50,1,335.485622
45,6,335.55257
38,13,335.679495
50,1,335.693505
38,13,335.823412
44,7,335.889375
47,4,335.927352
48,3,335.956335
50,1,335.96634
49,2,335.985318
38,13,336.107248
42,9,336.192199
37,14,336.323125
48,3,336.351109
47,4,336.385105
49,2,336.40208
47,4,336.440059
41,10,336.538002
39,12,336.643941
37,14,336.76287
49,2,336.781875
39,12,336.890797
46,5,336.947764
42,9,337.04171
29,22,337.243595
43,8,337.314552
50,1,337.323548
49,2,337.340538
48,3,337.37052
49,2,337.390524
40,11,337.494448
47,4,337.531429
42,9,337.617378
37,14,337.767308
49,2,337.79128
41,10,337.884225
49,2,337.904223
43,8,337.97917
50,1,337.990163
48,3,338.018148
45,6,338.080127
50,1,338.09212
50,1,338.101099
47,4,338.138094
41,10,338.236037
45,6,338.297997
45,6,338.347958
43,8,338.423913
42,9,338.511862
46,5,338.566831
43,8,338.642787
47,4,338.679765
41,10,338.77471
36,15,338.910635
35,16,339.060546
49,2,339.077536
48,3,339.108518
37,14,339.236444
50,1,339.246439
39,12,339.367371
48,3,339.398353
39,12,339.52128
40,11,339.623237
49,2,339.640211
44,7,339.705174
41,10,339.79912
50,1,339.809114
50,1,339.821107
30,21,340.009998
43,8,340.081958
49,2,340.102945
50,1,340.114939
46,5,340.162911
48,3,340.191894
37,14,340.327815
42,9,340.412767
49,2,340.431756
28,23,340.641646
30,21,340.84153
48,3,340.867515
49,2,340.889491
43,8,340.96145
50,1,340.970445
40,11,341.077385
50,1,341.087379
46,5,341.140348
38,13,341.265276
34,17,341.419186
34,17,341.583104
48,3,341.612075
40,11,341.721013
44,7,341.799967
50,1,341.810961
43,8,341.897911
42,9,341.991856
35,16,342.138772
46,5,342.182747
49,2,342.201751
49,2,342.221723
43,8,342.299692
36,15,342.430619
45,6,342.488572
38,13,342.603503
42,9,342.682457
50,1,342.692455
44,7,342.756415
36,15,342.893338
39,12,343.015266
43,8,343.093224
32,19,343.303101
40,11,343.422033
49,2,343.44202
48,3,343.469005
49,2,343.488994
40,11,343.596932
36,15,343.736851
46,5,343.783823
40,11,343.880778
34,17,344.031693
37,14,344.158607
46,5,344.204583
44,7,344.271543
43,8,344.346498
36,15,344.483435
46,5,344.533393
46,5,344.579376
39,12,344.684304
33,18,344.84621
49,2,344.865201
42,9,344.947152
38,13,345.062088
39,12,345.165027
25,26,345.407887
35,16,345.563812
43,8,345.635756
40,11,345.739698
47,4,345.776676
47,4,345.814668
39,12,345.917593
39,12,346.021544
50,1,346.031527
45,6,346.084497
49,2,346.103489
50,1,346.113482
37,14,346.247404
40,11,346.363336
37,14,346.491262
44,7,346.557236
40,11,346.659177
50,1,346.66816
38,13,346.792088
50,1,346.802084
42,9,346.885035
49,2,346.905024
46,5,346.954997
43,8,347.027964
42,9,347.107908
45,6,347.160888
34,17,347.312789
50,1,347.321783
39,12,347.426739
50,1,347.435719
37,14,347.566653
40,11,347.668585
49,2,347.685575
41,10,347.77852
49,2,347.79651
49,2,347.8165
42,9,347.893456
47,4,347.930434
48,3,347.954421
38,13,348.077363
48,3,348.105332
48,3,348.131319
50,1,348.140313
49,2,348.157313
43,8,348.230261
34,17,348.38817
42,9,348.478117
38,13,348.603046
47,4,348.641024
44,7,348.704
47,4,348.740965
49,2,348.765967
50,1,348.776947
49,2,348.799932
37,14,348.93387
47,4,348.977829
39,12,349.089765
35,16,349.2297
30,21,349.426586
48,3,349.454554
48,3,349.487535
44,7,349.559493
48,3,349.584479
50,1,349.593475
40,11,349.695415
31,20,349.876311
50,1,349.887305
45,6,349.938276
46,5,349.982251
40,11,350.079196
35,16,350.229109
40,11,350.333048
41,10,350.424995
46,5,350.469969
44,7,350.533933
44,7,350.599894
44,7,350.663857
45,6,350.718825
37,14,350.842755
47,4,350.875735
50,1,350.885729
48,3,350.912714
43,8,350.988685
42,9,351.075619
50,1,351.08463
39,12,351.197552
40,11,351.300506
47,4,351.336469
31,20,351.516366
34,17,351.675275
47,4,351.71725
40,11,351.815196
39,12,351.922133
47,4,351.956112
30,21,352.159995
49,2,352.178984
37,14,352.333894
45,6,352.397857
37,14,352.544774
35,16,352.70768
48,3,352.739661
39,12,352.865587
45,6,352.928553
35,16,353.091459
46,5,353.147427
32,19,353.34731
41,10,353.452251
47,4,353.494226
33,18,353.662128
50,1,353.670124
49,2,353.689113
35,16,353.838027
41,10,353.926976
39,12,354.047908
46,5,354.089882
47,4,354.132858
50,1,354.144851
29,22,354.352741
46,5,354.394707
48,3,354.419692
39,12,354.52663
49,2,354.548633
43,8,354.619577
47,4,354.658555
40,11,354.767491
38,13,354.885424
39,12,354.991364
50,1,355.00036
38,13,355.11929
48,3,355.145273
41,10,355.229226
48,3,355.256209
48,3,355.284193
44,7,355.355152
43,8,355.42911
48,3,355.459095
47,4,355.500071
27,24,355.737933
37,14,355.86686
39,12,355.973796
48,3,356.001781
50,1,356.010775
43,8,356.081734
29,22,356.281621
35,16,356.429533
48,3,356.456533
49,2,356.475507
46,5,356.521481
43,8,356.594438
48,3,356.624424
49,2,356.641411
48,3,356.668411
50,1,356.677393
47,4,356.715371
37,14,356.847304
49,2,356.864282
46,5,356.907259
46,5,356.951234
47,4,356.990211
48,3,357.022194
47,4,357.062169
48,3,357.087154
42,9,357.167108
47,4,357.202088
35,16,357.355999
46,5,357.403983
42,9,357.494921
49,2,357.514909
48,3,357.54589
50,1,357.556885
46,5,357.599858
47,4,357.635838
49,2,357.652828
30,21,357.843718
38,13,357.96165
46,5,358.005627
44,7,358.066606
41,10,358.158537
36,15,358.294459
29,22,358.511348
42,9,358.595284
37,14,358.72721
31,20,358.913103
49,2,358.931092
50,1,358.942085
31,20,359.118994
47,4,359.158962
46,5,359.206932
49,2,359.224922
50,1,359.235927
43,8,359.305876
31,20,359.488769
40,11,359.592721
39,12,359.705647
37,14,359.833573
47,4,359.866552
44,7,359.931517
33,18,360.096419
42,9,360.179387
39,12,360.293317
49,2,360.314294
38,13,360.435224
43,8,360.516178
48,3,360.54716
44,7,360.611124
47,4,360.648101
49,2,360.667093
45,6,360.721062
46,5,360.763035
50,1,360.77203
47,4,360.811023
45,6,360.862978
46,5,360.906963
35,16,361.072856
48,3,361.097842
45,6,361.15281
41,10,361.243769
39,12,361.359692
50,1,361.368687
50,1,361.377681
39,12,361.492617
43,8,361.570581
49,2,361.58756
49,2,361.60455
43,8,361.675509
39,12,361.789443
41,10,361.875394
45,6,361.926365
47,4,361.963344
38,13,362.085273
46,5,362.127249
41,10,362.222209
50,1,362.231189
48,3,362.258173
47,4,362.296152
50,1,362.305147
42,9,362.3861
50,1,362.397093
49,2,362.415083
42,9,362.497036
31,20,362.681929
36,15,362.813853
38,13,362.930797
43,8,363.010755
40,11,363.111683
50,1,363.121677
48,3,363.147661
31,20,363.330557
37,14,363.46348
37,14,363.596402
42,9,363.680355
38,13,363.796287
42,9,363.875242
47,4,363.914221
31,20,364.100112
44,7,364.17307
41,10,364.262033
40,11,364.363963
36,15,364.504878
49,2,364.526865
45,6,364.586831
41,10,364.681777
35,16,364.821707
42,9,364.905649
35,16,365.048565
47,4,365.081546
37,14,365.205475
50,1,365.215469
43,8,365.291436
49,2,365.311424
49,2,365.332412
41,10,365.435342
49,2,365.45533
47,4,365.493309
39,12,365.619251
48,3,365.649221
49,2,365.670209
39,12,365.787151
