#{"t_start": 1594814445.9498682, "env_id": "NovelGridworld-v0"}
r,l,t 
49,2,544.920244
38,13,545.154109
35,16,545.444946
34,17,545.751769
33,18,546.066593
47,4,546.135553
41,10,546.326444
26,25,546.778188
48,3,546.835156
46,5,546.933099
43,8,547.069024
49,2,547.104002
34,17,547.414838
49,2,547.451806
47,4,547.524763
48,3,547.58273
49,2,547.624707
32,19,547.965516
26,25,548.405279
45,6,548.51022
44,7,548.641129
45,6,548.75608
47,4,548.829034
50,1,548.849013
49,2,548.885008
37,14,549.167831
50,1,549.18782
42,9,549.347732
30,21,549.758497
35,16,550.043334
44,7,550.168279
46,5,550.263211
40,11,550.468092
42,9,550.632002
50,1,550.648989
44,7,550.77592
44,7,550.893852
39,12,551.111728
49,2,551.147707
36,15,551.431548
42,9,551.598454
32,19,551.939259
47,4,552.010218
42,9,552.162147
45,6,552.274067
34,17,552.582908
49,2,552.618873
45,6,552.725822
49,2,552.7658
40,11,552.957695
50,1,552.973673
50,1,552.991676
46,5,553.081612
44,7,553.205554
38,13,553.433409
49,2,553.471391
36,15,553.737237
49,2,553.776227
49,2,553.815209
49,2,553.856172
49,2,553.889152
42,9,554.046064
47,4,554.135012
36,15,554.455831
44,7,554.584768
32,19,554.926565
39,12,555.140443
39,12,555.361318
49,2,555.403293
46,5,555.489254
47,4,555.564202
32,19,555.896029
44,7,556.009949
46,5,556.095905
43,8,556.238833
37,14,556.479692
48,3,556.53265
35,16,556.849471
39,12,557.067366
44,7,557.194291
30,21,557.584054
45,6,557.693992
50,1,557.710997
35,16,558.020822
37,14,558.319637
39,12,558.552504
45,6,558.718412
37,14,559.099194
27,24,559.63789
42,9,559.812791
43,8,559.962706
47,4,560.041661
44,7,560.176583
37,14,560.490406
45,6,560.613338
49,2,560.648315
43,8,560.810222
34,17,561.123045
39,12,561.336925
44,7,561.462868
49,2,561.496845
45,6,561.604785
40,11,561.787668
48,3,561.841638
47,4,561.913597
40,11,562.098492
47,4,562.163455
43,8,562.31837
43,8,562.466298
48,3,562.523251
42,9,562.688168
49,2,562.722154
47,4,562.795113
46,5,562.878052
39,12,563.088929
39,12,563.419742
44,7,563.605637
36,15,563.893473
44,7,564.018403
48,3,564.07537
50,1,564.095361
44,7,564.265263
31,20,564.667035
39,12,564.926887
42,9,565.092808
44,7,565.236711
46,5,565.344651
45,6,565.479573
49,2,565.521551
48,3,565.583515
47,4,565.657474
48,3,565.713442
46,5,565.806389
41,10,565.985286
42,9,566.143196
50,1,566.162186
35,16,566.451021
47,4,566.519984
43,8,566.663901
35,16,566.954736
40,11,567.150627
49,2,567.184606
48,3,567.236577
35,16,567.526427
41,10,567.710318
40,11,567.910209
32,19,568.259995
41,10,568.434911
31,20,568.806687
50,1,568.823676
49,2,568.860655
38,13,569.097519
45,6,569.199462
48,3,569.259443
45,6,569.369381
47,4,569.443335
48,3,569.499303
32,19,569.840098
33,18,570.166912
50,1,570.186902
50,1,570.20589
47,4,570.27985
41,10,570.462745
42,9,570.636662
45,6,570.747582
47,4,570.819542
43,8,570.962461
35,16,571.240304
33,18,571.586107
32,19,571.926929
37,14,572.186768
41,10,572.364665
44,7,572.500591
38,13,572.737455
49,2,572.786426
46,5,572.878389
50,1,572.899364
48,3,572.953347
47,4,573.025292
47,4,573.096251
48,3,573.151219
47,4,573.220192
50,1,573.238169
49,2,573.273154
49,2,573.309144
46,5,573.404091
37,14,573.666925
46,5,573.761883
37,14,574.009742
45,6,574.123669
46,5,574.213615
44,7,574.343542
49,2,574.386518
38,13,574.66236
27,24,575.160079
46,5,575.252041
48,3,575.310008
37,14,575.586837
44,7,575.71776
34,17,576.044577
36,15,576.312433
34,17,576.624244
33,18,577.033014
38,13,577.284872
47,4,577.366825
50,1,577.403803
40,11,577.697634
47,4,577.811572
48,3,577.904518
43,8,578.082417
43,8,578.271309
50,1,578.295295
37,14,578.625109
50,1,578.647096
45,6,578.789015
33,18,579.120829
46,5,579.20678
39,12,579.493614
40,11,579.6975
47,4,579.778452
38,13,580.076283
50,1,580.097271
32,19,580.507038
47,4,580.59099
42,9,580.76889
49,2,580.807868
49,2,580.850843
34,17,581.209641
41,10,581.409526
37,14,581.683371
43,8,581.855272
40,11,582.06815
38,13,582.347993
50,1,582.379975
37,14,582.671807
43,8,582.869696
40,11,583.182517
40,11,583.484345
42,9,583.664244
32,19,584.068014
50,1,584.089003
49,2,584.127981
24,27,584.733637
44,7,584.867562
41,10,585.065447
44,7,585.231354
43,8,585.426242
49,2,585.46722
41,10,585.65911
41,10,585.848002
50,1,585.866991
47,4,585.94195
38,13,586.174817
43,8,586.323732
39,12,586.541608
40,11,586.74949
32,19,587.096293
40,11,587.283187
49,2,587.324164
41,10,587.510058
39,12,587.730932
47,4,587.799893
48,3,587.868856
45,6,587.98279
31,20,588.330603
25,26,588.803335
48,3,588.860301
37,14,589.130137
47,4,589.202096
50,1,589.222086
42,9,589.377996
43,8,589.524913
49,2,589.561894
36,15,589.853727
47,4,589.930681
37,14,590.199529
36,15,590.470376
45,6,590.608299
40,11,590.861153
44,7,591.039054
48,3,591.136998
48,3,591.232943
49,2,591.281914
46,5,591.427833
46,5,591.548763
46,5,591.698679
50,1,591.724663
38,13,591.993509
48,3,592.047478
21,30,592.637144
45,6,592.773067
38,13,593.010947
50,1,593.028921
33,18,593.34674
50,1,593.36373
44,7,593.491659
48,3,593.547637
24,27,594.075329
46,5,594.169275
45,6,594.301197
42,9,594.460123
50,1,594.480097
43,8,594.647004
36,15,594.933838
33,18,595.296632
49,2,595.333611
30,21,595.726388
48,3,595.788354
47,4,595.8823
34,17,596.201122
45,6,596.312066
49,2,596.348037
48,3,596.406002
42,9,596.56891
50,1,596.589898
42,9,596.756805
42,9,596.931702
42,9,597.146581
50,1,597.176564
42,9,597.352463
36,15,597.653297
48,3,597.708277
46,5,597.800211
46,5,597.889162
46,5,597.997097
47,4,598.094043
47,4,598.172998
48,3,598.224984
40,11,598.433851
34,17,598.762662
40,11,598.955553
40,11,599.159437
43,8,599.301357
47,4,599.373316
35,16,599.766092
39,12,599.985982
43,8,600.183856
32,19,600.58363
32,19,600.935427
36,15,601.226285
42,9,601.447137
40,11,601.66303
44,7,601.818925
49,2,601.867897
47,4,601.966842
46,5,602.107762
39,12,602.430579
39,12,602.664446
43,8,602.81336
48,3,602.88332
47,4,602.985262
39,12,603.226127
50,1,603.249112
44,7,603.402025
47,4,603.489976
34,17,603.819789
48,3,603.877756
49,2,603.915744
34,17,604.252543
47,4,604.353488
36,15,604.672304
39,12,604.981127
41,10,605.227988
39,12,605.529817
48,3,605.595779
42,9,605.815655
45,6,606.00255
49,2,606.057516
42,9,606.337358
48,3,606.40532
50,1,606.427188
50,1,606.451174
48,3,606.523133
47,4,606.626978
47,4,606.729996
41,10,606.958517
43,8,607.12396
40,11,607.415794
43,8,607.644665
36,15,607.979474
50,1,607.998463
47,4,608.071428
31,20,608.506876
43,8,608.681775
49,2,608.728749
50,1,608.754735
47,4,608.843684
43,8,609.000595
39,12,609.227466
39,12,609.456762
37,14,609.727611
40,11,609.946485
44,7,610.081414
46,5,610.174364
47,4,610.262312
50,1,610.288297
39,12,610.526938
44,7,610.676851
44,7,610.83076
42,9,611.001664
37,14,611.289502
34,17,611.637307
49,2,611.679282
48,3,611.754239
40,11,611.984108
42,9,612.168665
48,3,612.222634
44,7,612.35756
37,14,612.615428
40,11,612.82393
41,10,613.009823
38,13,613.249688
22,29,613.9045
49,2,614.002162
48,3,614.1071
50,1,614.139081
48,3,614.221035
45,6,614.35296
39,12,614.58083
42,9,614.746738
47,4,614.818696
50,1,614.836686
34,17,615.159501
50,1,615.182491
48,3,615.251449
39,12,615.501932
44,7,615.635857
38,13,615.879718
47,4,615.954675
40,11,616.143569
50,1,616.161558
43,8,616.310473
49,2,616.347464
45,6,616.473413
46,5,616.563237
45,6,616.679751
46,5,616.778695
45,6,616.887634
47,4,616.962591
48,3,617.014562
50,1,617.036549
46,5,617.129498
44,7,617.252425
43,8,617.393346
41,10,617.570247
49,2,617.607239
48,3,617.659195
39,12,617.881068
45,6,617.998002
50,1,618.016991
44,7,618.145918
42,9,618.303839
41,10,618.480738
36,15,618.743578
44,7,618.866509
45,6,618.974447
39,12,619.202319
46,5,619.291268
50,1,619.310257
44,7,619.4362
36,15,619.696036
45,6,619.808973
50,1,619.829961
46,5,619.911916
35,16,620.190758
48,3,620.250722
49,2,620.281704
48,3,620.334675
47,4,620.406635
33,18,620.761432
48,3,620.8184
46,5,620.90335
50,1,620.924354
46,5,621.010306
46,5,621.098239
42,9,621.27214
50,1,621.290131
42,9,621.451041
38,13,621.67891
40,11,621.877808
40,11,622.091676
33,18,622.412494
46,5,622.507439
50,1,622.524429
41,10,622.702329
47,4,622.776288
36,15,623.141079
37,14,623.415938
39,12,623.620806
39,12,623.844682
37,14,624.211471
35,16,624.483317
46,5,624.575279
45,6,624.698194
49,2,624.745167
38,13,624.992028
38,13,625.222895
46,5,625.317842
36,15,625.646655
33,18,625.961491
48,3,626.010448
48,3,626.061419
30,21,626.429221
35,16,626.719046
42,9,626.882964
43,8,627.026871
30,21,627.398661
47,4,627.480612
37,14,627.740464
49,2,627.782442
48,3,627.840408
43,8,627.989323
47,4,628.062282
49,2,628.098263
44,7,628.224205
43,8,628.37412
50,1,628.395095
50,1,628.414083
46,5,628.508031
40,11,628.710929
42,9,628.882816
45,6,628.995751
49,2,629.048723
35,16,629.383531
49,2,629.4495
47,4,629.59741
39,12,629.926223
37,14,630.213059
44,7,630.358977
39,12,630.573866
36,15,630.843703
33,18,631.168519
49,2,631.207495
36,15,631.490349
47,4,631.556298
46,5,631.638249
46,5,631.738196
49,2,631.777173
46,5,631.875115
34,17,632.174946
45,6,632.287892
47,4,632.364836
49,2,632.402815
36,15,632.687654
50,1,632.706643
42,9,632.87155
48,3,632.92152
48,3,632.972492
26,25,633.467211
49,2,633.516183
42,9,633.724064
43,8,633.90796
50,1,633.930948
44,7,634.082861
49,2,634.126836
39,12,634.368697
49,2,634.406677
49,2,634.447668
48,3,634.500624
46,5,634.594571
45,6,634.707505
21,30,635.243203
31,20,635.615991
38,13,635.853856
39,12,636.078725
34,17,636.400543
50,1,636.417534
37,14,636.658399
48,3,636.717364
28,23,637.140124
37,14,637.400974
41,10,637.58187
50,1,637.602859
48,3,637.667825
39,12,637.932674
46,5,638.022622
33,18,638.363428
32,19,638.783204
49,2,638.834159
37,14,639.119998
26,25,639.718657
46,5,639.806623
47,4,639.883562
39,12,640.098442
41,10,640.280338
40,11,640.477237
47,4,640.548186
50,1,640.566175
47,4,640.639134
37,14,640.901987
36,15,641.172832
50,1,641.193829
49,2,641.233797
40,11,641.432683
48,3,641.485652
48,3,641.539638
39,12,641.775506
40,11,641.967379
47,4,642.038338
50,1,642.056328
39,12,642.272205
46,5,642.362154
34,17,642.698962
38,13,642.936828
40,11,643.14671
42,9,643.30262
33,18,643.628435
39,12,643.872311
37,14,644.11317
46,5,644.207106
44,7,644.331035
38,13,644.565917
46,5,644.657851
31,20,645.024652
40,11,645.210536
39,12,645.423426
49,2,645.457394
50,1,645.474401
49,2,645.507378
47,4,645.575327
50,1,645.592318
44,7,645.718263
36,15,645.991107
48,3,646.045073
49,2,646.083055
47,4,646.159996
49,2,646.198975
49,2,646.236954
49,2,646.271931
42,9,646.429853
34,17,646.732671
49,2,646.76965
37,14,647.009513
47,4,647.07649
48,3,647.129444
43,8,647.263369
36,15,647.579191
42,9,647.754089
41,10,647.930005
46,5,648.019939
37,14,648.2668
33,18,648.587616
39,12,648.820484
49,2,648.855464
39,12,649.069345
39,12,649.28422
33,18,649.627025
41,10,649.870888
38,13,650.089778
38,13,650.310636
32,19,650.71241
31,20,651.102186
38,13,651.330058
47,4,651.402016
30,21,651.777818
44,7,651.907729
39,12,652.126605
47,4,652.203561
46,5,652.292511
34,17,652.586343
50,1,652.603335
49,2,652.637325
46,5,652.730262
44,7,652.863202
29,22,653.254964
34,17,653.549798
46,5,653.63976
38,13,653.878611
37,14,654.136463
45,6,654.245415
37,14,654.49326
42,9,654.657177
47,4,654.729125
50,1,654.752112
48,3,654.807082
47,4,654.883038
36,15,655.147888
31,20,655.493706
46,5,655.58264
42,9,655.745548
39,12,655.956439
44,7,656.077359
49,2,656.111341
42,9,656.26925
36,15,656.544096
27,24,656.969854
25,26,657.438604
47,4,657.50455
43,8,657.639472
39,12,657.857349
50,1,657.875338
42,9,658.040244
39,12,658.245143
42,9,658.40705
42,9,658.566944
37,14,658.83979
46,5,658.997699
42,9,659.209578
35,16,659.54239
50,1,659.565377
47,4,659.650329
34,17,660.034111
44,7,660.267978
39,12,660.585798
39,12,660.913612
46,5,661.014555
49,2,661.05453
41,10,661.264936
36,15,661.543675
46,5,661.64876
45,6,661.758957
45,6,661.895879
49,2,661.942851
46,5,662.060786
31,20,662.425548
37,14,662.699795
42,9,662.863706
43,8,663.009615
50,1,663.029604
48,3,663.087617
50,1,663.106577
29,22,663.520604
35,16,663.832457
49,2,663.867436
37,14,664.142863
48,3,664.212818
39,12,664.436692
41,10,664.621601
39,12,664.846466
45,6,664.981434
41,10,665.170892
47,4,665.241836
36,15,665.51568
45,6,665.629631
41,10,665.833515
42,9,666.004061
47,4,666.07902
46,5,666.17398
43,8,666.314898
39,12,666.534774
47,4,666.607732
50,1,666.627708
50,1,666.646696
50,1,666.667698
47,4,666.743641
43,8,666.905549
48,3,666.969514
36,15,667.255906
49,2,667.292897
43,8,667.442803
39,12,667.662674
47,4,667.738631
48,3,667.792601
50,1,667.814604
43,8,667.965502
45,6,668.073441
47,4,668.149418
33,18,668.48877
47,4,668.567724
42,9,668.732645
42,9,668.898535
47,4,668.982487
35,16,669.278841
44,7,669.406783
47,4,669.482725
42,9,669.65363
49,2,669.690608
46,5,669.788552
49,2,669.824532
32,19,670.180131
49,2,670.224123
44,7,670.35703
46,5,670.44598
32,19,670.800778
40,11,671.019654
50,1,671.040641
45,6,671.146584
42,9,671.309505
31,20,671.670832
36,15,671.957653
38,13,672.187538
47,4,672.264964
47,4,672.338911
34,17,672.663729
50,1,672.684716
45,6,672.791655
46,5,672.890598
50,1,672.90859
39,12,673.141503
37,14,673.399827
28,23,673.824584
38,13,674.078443
40,11,674.309314
37,14,674.578998
46,5,674.676955
48,3,674.73891
37,14,675.004757
41,10,675.189653
27,24,675.631413
40,11,675.835118
49,2,675.874095
34,17,676.189933
42,9,676.356821
46,5,676.443783
50,1,676.462772
42,9,676.631675
33,18,676.979487
45,6,677.10191
41,10,677.283806
41,10,677.461717
45,6,677.572643
37,14,677.834496
49,2,677.871474
32,19,678.229022
37,14,678.48088
28,23,678.904636
40,11,679.112534
47,4,679.188202
33,18,679.522982
43,8,679.672899
46,5,679.768844
45,6,679.874781
36,15,680.151624
43,8,680.29954
48,3,680.355511
49,2,680.393495
47,4,680.472465
43,8,680.62599
48,3,680.680957
45,6,680.793895
42,9,680.961797
42,9,681.11771
39,12,681.354589
43,8,681.504495
49,2,681.542474
38,13,681.780199
33,18,682.135983
41,10,682.317879
36,15,682.584726
40,11,682.784614
36,15,683.055191
37,14,683.325024
47,4,683.401979
44,7,683.527909
42,9,683.688831
38,13,683.932678
48,3,683.991643
35,16,684.291485
47,4,684.365455
38,13,684.600414
48,3,684.656397
46,5,684.74633
42,9,684.91036
34,17,685.227717
48,3,685.281702
37,14,685.541538
40,11,685.74003
34,17,686.054859
43,8,686.198778
50,1,686.216768
49,2,686.253751
40,11,686.450639
49,2,686.487602
43,8,686.643514
44,7,686.777438
41,10,686.964033
49,2,686.999997
48,3,687.053982
49,2,687.093959
49,2,687.132925
31,20,687.509709
42,9,687.675615
34,17,687.998478
37,14,688.250327
42,9,688.436747
42,9,688.601669
41,10,688.784553
48,3,688.839535
37,14,689.137731
50,1,689.155712
33,18,689.512064
48,3,689.569033
49,2,689.60901
43,8,689.750928
31,20,690.13571
41,10,690.310628
43,8,690.44953
49,2,690.484512
43,8,690.648265
38,13,690.892126
48,3,690.949095
45,6,691.065043
28,23,691.481802
48,3,691.548756
45,6,691.66369
44,7,691.795613
39,12,692.037087
40,11,692.236973
40,11,692.454849
47,4,692.529808
48,3,692.588774
41,10,692.77367
49,2,692.829637
40,11,693.035539
32,19,693.393072
44,7,693.522986
36,15,693.811818
44,7,693.960734
35,16,694.253583
37,14,694.518978
44,7,694.645907
39,12,694.869794
36,15,695.159615
30,21,695.5391
40,11,695.762972
45,6,695.873925
46,5,695.974862
34,17,696.302667
41,10,696.483573
38,13,696.719185
50,1,696.742172
48,3,696.811132
44,7,696.947056
47,4,697.024012
31,20,697.392803
48,3,697.44977
37,14,697.708232
36,15,697.984062
32,19,698.327865
33,18,698.660675
45,6,698.771612
41,10,698.969516
36,15,699.239905
50,1,699.258908
37,14,699.51776
48,3,699.573712
33,18,699.908528
50,1,699.928518
37,14,700.184149
46,5,700.283093
32,19,700.631896
32,19,700.985693
35,16,701.287082
42,9,701.462965
37,14,701.710825
37,14,701.974676
48,3,702.02966
39,12,702.256186
44,7,702.387109
49,2,702.425087
41,10,702.608985
48,3,702.663954
46,5,702.762911
47,4,702.839852
45,6,702.956801
48,3,703.016752
34,17,703.32433
47,4,703.394296
38,13,703.639144
8,43,704.533633
43,8,704.674553
50,1,704.692544
45,6,704.797485
46,5,704.885433
48,3,704.943402
30,21,705.336177
44,7,705.469103
38,13,705.692975
44,7,705.842889
39,12,706.059765
39,12,706.294632
40,11,706.497516
40,11,706.759368
46,5,706.892294
48,3,706.959255
32,19,707.321064
48,3,707.387014
25,26,707.949692
31,20,708.303506
32,19,708.638302
39,12,708.92114
38,13,709.192986
39,12,709.407865
47,4,709.477824
48,3,709.532807
48,3,709.58876
41,10,709.77367
36,15,710.060492
31,20,710.424285
41,10,710.612179
49,2,710.650157
36,15,710.925016
41,10,711.12189
47,4,711.209839
21,30,711.865466
32,19,712.348193
45,6,712.555075
28,23,713.080776
43,8,713.246323
28,23,713.689086
42,9,713.858989
38,13,714.117303
47,4,714.192261
30,21,714.573043
28,23,715.03729
32,19,715.3701
48,3,715.429073
47,4,715.548759
43,8,715.700672
41,10,715.883569
43,8,716.04048
35,16,716.347321
46,5,716.444251
44,7,716.57018
42,9,716.738749
43,8,716.883667
24,27,717.384384
-6,57,718.459163
38,13,718.692482
44,7,718.823407
49,2,718.860386
50,1,718.877378
49,2,718.91537
50,1,718.936355
49,2,718.973333
27,24,719.418625
27,24,719.862362
42,9,720.030282
48,3,720.080238
49,2,720.115218
47,4,720.19219
50,1,720.210166
39,12,720.440572
49,2,720.478551
24,27,720.993258
35,16,721.306639
45,6,721.415576
38,13,721.666435
32,19,722.132168
44,7,722.259095
33,18,722.586909
34,17,722.916723
36,15,723.192581
38,13,723.427432
39,12,723.636313
-4,55,724.992543
49,2,725.036518
39,12,725.251395
42,9,725.408306
49,2,725.443286
40,11,725.641173
37,14,726.002968
33,18,726.356766
50,1,726.378754
46,5,726.504683
41,10,726.709567
48,3,726.771531
21,30,727.31424
44,7,727.44215
41,10,727.624048
44,7,727.747979
48,3,727.800947
47,4,727.872905
49,2,727.909895
46,5,727.998844
47,4,728.082786
41,10,728.258697
45,6,728.363627
47,4,728.433587
49,2,728.470566
50,1,728.488556
37,14,728.743426
48,3,728.795382
47,4,728.865341
47,4,728.941299
38,13,729.185162
39,12,729.408033
42,9,729.571942
42,9,729.76383
35,16,730.18959
49,2,730.250556
36,15,730.581367
37,14,730.878198
50,1,730.906182
45,6,731.021116
36,15,731.301956
50,1,731.324944
40,11,731.54082
49,2,731.5788
42,9,731.784683
46,5,731.907612
37,14,732.271405
40,11,732.468295
50,1,732.485285
47,4,732.560243
42,9,732.733143
49,2,732.774119
47,4,732.863069
41,10,733.042968
45,6,733.156902
50,1,733.174907
46,5,733.278856
40,11,733.544683
40,11,733.794539
40,11,734.304251
35,16,734.809963
49,2,734.93689
45,6,735.074812
39,12,735.322671
43,8,735.457605
49,2,735.492577
34,17,735.805397
48,3,735.878356
34,17,736.228157
38,13,736.46604
32,19,736.818836
40,11,737.010727
45,6,737.118661
48,3,737.183614
49,2,737.22259
50,1,737.242595
42,9,737.407502
46,5,737.504446
39,12,737.716312
44,7,737.837244
50,1,737.856231
46,5,737.968168
40,11,738.169068
34,17,738.465884
43,8,738.606806
36,15,738.877651
41,10,739.049554
48,3,739.10552
41,10,739.278422
31,20,739.630225
42,9,739.801141
43,8,739.950042
47,4,740.019017
42,9,740.193903
43,8,740.334822
42,9,740.495742
48,3,740.548705
48,3,740.603671
46,5,740.716606
47,4,740.794562
39,12,741.09639
38,13,741.356243
50,1,741.37723
35,16,741.822977
50,1,741.861954
50,1,741.892938
50,1,741.916929
28,23,742.4856
39,12,742.777434
49,2,742.834401
30,21,743.775896
46,5,744.060734
44,7,744.269616
45,6,744.425526
49,2,744.466503
46,5,744.581439
48,3,744.643403
44,7,744.778327
48,3,744.836292
48,3,744.903255
46,5,745.043175
43,8,745.213078
42,9,745.368006
26,25,745.858711
35,16,746.155553
45,6,746.28347
47,4,746.369421
40,11,746.591297
46,5,746.688256
43,8,746.835158
50,1,746.852147
41,10,747.034059
50,1,747.052033
45,6,747.168967
47,4,747.248922
45,6,747.35986
33,18,747.671683
36,15,747.935531
45,6,748.047483
39,12,748.27334
44,7,748.397268
33,18,748.730079
48,3,748.790046
45,6,748.902983
46,5,748.998928
40,11,749.205812
45,6,749.319747
46,5,749.409693
42,9,749.578599
50,1,749.596603
47,4,749.669547
50,1,749.691536
46,5,749.79349
48,3,749.85944
32,19,750.215236
46,5,750.316179
48,3,750.379143
47,4,750.453101
46,5,750.545048
44,7,750.670992
38,13,751.00489
49,2,751.074849
40,11,751.333702
39,12,751.577564
45,6,751.726479
45,6,751.857404
45,6,751.969341
48,3,752.023309
45,6,752.13225
42,9,752.312161
26,25,752.770895
45,6,752.877836
48,3,752.936792
50,1,752.95678
48,3,753.008752
48,3,753.098701
48,3,753.176656
23,28,753.829284
48,3,753.923231
46,5,754.039165
50,1,754.063152
47,4,754.166093
46,5,754.338994
45,6,754.535882
44,7,754.752759
49,2,754.799733
46,5,754.901674
46,5,755.018608
42,9,755.203502
49,2,755.24148
44,7,755.368408
39,12,755.583287
49,2,755.624264
31,20,756.066672
40,11,756.326524
42,9,756.524412
39,12,756.84423
47,4,756.952175
47,4,757.068104
42,9,757.280982
32,19,757.622788
40,11,757.825688
48,3,757.881656
47,4,757.982582
49,2,758.032556
37,14,758.397172
49,2,758.502736
43,8,758.681634
45,6,758.802565
42,9,758.973469
35,16,759.266304
48,3,759.319273
33,18,759.654081
42,9,759.820989
36,15,760.089836
47,4,760.163793
49,2,760.204769
30,21,760.594548
41,10,760.795434
47,4,760.87039
39,12,761.098263
37,14,761.36711
25,26,761.838842
47,4,761.911799
41,10,762.092696
31,20,762.483474
47,4,762.569427
37,14,762.818283
40,11,763.182378
32,19,763.589146
44,7,763.737063
33,18,764.080867
42,9,764.271758
44,7,764.405683
37,14,764.681541
44,7,764.825444
46,5,764.92039
46,5,765.017335
49,2,765.056314
50,1,765.078301
50,1,765.09629
40,11,765.345151
48,3,765.433098
36,15,765.838869
50,1,765.865852
44,7,766.019764
48,3,766.084729
36,15,766.407547
21,30,767.122138
49,2,767.17211
49,2,767.231085
48,3,767.31203
37,14,767.716801
32,19,768.242502
38,13,768.640278
21,30,769.478799
48,3,769.541762
50,1,769.562752
46,5,769.67269
43,8,769.885569
49,2,769.955529
41,10,770.265352
49,2,770.365297
42,9,770.728089
32,19,771.231803
50,1,771.258787
23,28,771.950394
50,1,771.975381
27,24,772.590032
43,8,772.791917
34,17,773.183694
44,7,773.494522
43,8,773.812336
50,1,773.849316
39,12,774.237095
40,11,774.559911
38,13,774.970678
49,2,775.023648
46,5,775.182558
34,17,775.65229
45,6,775.823194
49,2,775.920137
28,23,776.55078
47,4,776.644726
39,12,776.930563
43,8,777.139445
40,11,777.433278
39,12,777.740105
32,19,778.182852
48,3,778.235822
48,3,778.299786
42,9,778.498673
32,19,778.947416
49,2,778.985396
37,14,779.302216
48,3,779.377172
43,8,779.616037
41,10,779.867895
32,19,780.319638
40,11,780.600479
49,2,780.652449
49,2,780.709416
47,4,780.849336
47,4,780.945282
50,1,780.963271
47,4,781.051221
37,14,781.40502
48,3,781.481977
48,3,781.577926
45,6,781.766817
33,18,782.154594
39,12,782.409451
40,11,782.602355
49,2,782.63632
37,14,782.902169
43,8,783.080069
48,3,783.14603
38,13,783.436866
46,5,783.553798
42,9,783.74569
47,4,783.854629
45,6,784.029529
40,11,784.396743
46,5,784.499685
46,5,784.596629
39,12,784.861479
45,6,784.968419
47,4,785.042377
47,4,785.11435
37,14,785.381185
42,9,785.543091
46,5,785.632041
45,6,785.769963
47,4,785.895665
38,13,786.174506
43,8,786.377391
44,7,786.534303
44,7,786.66223
47,4,786.744184
43,8,786.886101
40,11,787.132962
33,18,787.461775
38,13,787.704652
47,4,787.785591
45,6,787.888534
48,3,787.948516
50,1,787.973487
44,7,788.107408
41,10,788.290303
48,3,788.371259
48,3,788.444216
32,19,788.799014
39,12,789.01191
34,17,789.337709
50,1,789.360697
49,2,789.407672
49,2,789.447646
50,1,789.466636
47,4,789.539595
46,5,789.633556
45,6,789.764466
34,17,790.081286
30,21,790.663849
47,4,790.755796
49,2,790.799771
35,16,791.125585
49,2,791.166562
47,4,791.247516
39,12,791.500373
48,3,791.55634
37,14,791.812195
42,9,791.9791
33,18,792.393867
50,1,792.429844
43,8,792.636727
50,1,792.662712
26,25,793.142439
27,24,793.594183
50,1,793.614173
43,8,793.760088
40,11,793.961974
44,7,794.173933
49,2,794.232899
45,6,794.380816
48,3,794.444778
43,8,794.586698
42,9,794.756603
48,3,794.81057
40,11,795.026448
29,22,795.430218
39,12,795.706061
40,11,795.928935
49,2,795.964915
47,4,796.033877
39,12,796.244755
49,2,796.278738
47,4,796.355692
45,6,796.493613
37,14,796.745486
37,14,797.016317
49,2,797.058292
46,5,797.156237
15,36,797.805867
46,5,797.888821
41,10,798.076714
45,6,798.202642
40,11,798.397533
47,4,798.487481
46,5,798.57844
39,12,798.79131
43,8,798.93124
38,13,799.182086
33,18,799.564884
48,3,799.622838
48,3,799.674806
42,9,799.839712
42,9,799.999636
44,7,800.141541
30,21,800.527321
43,8,800.707219
44,7,800.881119
31,20,801.252908
49,2,801.285905
50,1,801.305879
48,3,801.359847
48,3,801.416818
33,18,801.756622
48,3,801.815588
43,8,801.973499
50,1,801.998485
45,6,802.144402
46,5,802.284324
30,21,802.685097
48,3,802.749058
43,8,802.950944
45,6,803.068876
37,14,803.390696
48,3,803.453658
47,4,803.533615
37,14,803.786469
47,4,803.86544
47,4,803.939382
47,4,804.014339
47,4,804.087309
49,2,804.128275
49,2,804.163266
37,14,804.448093
39,12,804.663972
50,1,804.681975
34,17,804.989784
49,2,805.032776
46,5,805.138701
49,2,805.184676
47,4,805.305606
41,10,805.528481
36,15,805.808336
48,3,805.863299
47,4,805.94026
37,14,806.200107
39,12,806.431966
42,9,806.629853
42,9,806.807751
47,4,806.886707
32,19,807.213536
48,3,807.30247
34,17,807.658267
50,1,807.679258
42,9,807.839176
49,2,807.878145
45,6,808.031056
34,17,808.339882
35,16,808.636714
11,40,809.588172
43,8,809.756076
41,10,809.956962
49,2,810.000937
30,21,810.462675
43,8,810.601595
49,2,810.639574
47,4,810.706536
41,10,810.885434
47,4,810.958393
49,2,810.996386
45,6,811.10631
46,5,811.201256
49,2,811.238235
45,6,811.36816
27,24,811.976816
42,9,812.154713
40,11,812.3536
48,3,812.412566
47,4,812.486526
43,8,812.643437
50,1,812.666424
50,1,812.68941
49,2,812.728386
39,12,812.960256
48,3,813.014228
36,15,813.295064
39,12,813.524934
49,2,813.562912
46,5,813.657873
50,1,813.674851
44,7,813.803775
40,11,814.052634
