#{"t_start": 1595252445.9527411, "env_id": "NovelGridworld-v0"}
r,l,t 
37,14,211.015162
43,8,211.07013
48,3,211.094115
50,1,211.101111
43,8,211.15508
47,4,211.183065
46,5,211.218045
9,42,211.496885
45,6,211.53786
-2,53,211.897652
40,11,211.975608
50,1,211.983603
47,4,212.011586
50,1,212.018583
49,2,212.032575
43,8,212.084544
44,7,212.133517
50,1,212.142512
46,5,212.177491
50,1,212.187501
46,5,212.221466
46,5,212.256445
47,4,212.284432
48,3,212.305417
47,4,212.332418
42,9,212.393366
33,18,212.513299
43,8,212.56427
50,1,212.571264
47,4,212.60025
44,7,212.647222
49,2,212.661214
41,10,212.732171
42,9,212.795135
39,12,212.875088
47,4,212.901075
33,18,213.024005
43,8,213.079973
32,19,213.2039
49,2,213.216891
48,3,213.237879
48,3,213.261867
47,4,213.29185
41,10,213.361808
48,3,213.383798
46,5,213.420776
21,30,213.619661
36,15,213.716605
25,26,213.891504
44,7,213.941475
8,43,214.224311
48,3,214.244299
49,2,214.258291
43,8,214.313262
44,7,214.360234
40,11,214.43419
44,7,214.483162
49,2,214.498154
42,9,214.558119
46,5,214.5911
46,5,214.623082
42,9,214.681049
49,2,214.69604
46,5,214.73302
49,2,214.748012
42,9,214.809975
48,3,214.830961
41,10,214.902921
44,7,214.95389
46,5,214.990871
43,8,215.046837
48,3,215.068825
48,3,215.089814
39,12,215.171766
48,3,215.191753
49,2,215.204746
35,16,215.312684
43,8,215.362656
50,1,215.369651
37,14,215.462597
41,10,215.530574
43,8,215.585529
50,1,215.592523
33,18,215.717451
46,5,215.753429
40,11,215.829386
50,1,215.836382
49,2,215.850373
48,3,215.872361
44,7,215.923332
43,8,215.9793
33,18,216.10023
42,9,216.159195
40,11,216.229156
47,4,216.256141
32,19,216.382068
18,33,216.605939
47,4,216.631925
45,6,216.674899
48,3,216.694888
46,5,216.728869
47,4,216.75885
39,12,216.842801
46,5,216.88078
48,3,216.900769
35,16,217.010705
50,1,217.0197
47,4,217.046685
48,3,217.068672
30,21,217.209591
33,18,217.335518
42,9,217.393485
46,5,217.427465
47,4,217.455448
23,28,217.643344
36,15,217.743282
48,3,217.763271
39,12,217.847224
44,7,217.894198
19,32,218.115069
50,1,218.123065
41,10,218.192026
43,8,218.246992
47,4,218.273977
48,3,218.294964
50,1,218.30196
35,16,218.409901
45,6,218.448875
48,3,218.469864
45,6,218.511839
46,5,218.543823
45,6,218.585798
31,20,218.725718
36,15,218.829657
32,19,218.9576
38,13,219.049531
43,8,219.101515
46,5,219.138479
32,19,219.265405
48,3,219.287408
44,7,219.336364
50,1,219.345362
49,2,219.359351
47,4,219.389334
49,2,219.403327
42,9,219.466289
49,2,219.481281
40,11,219.55424
46,5,219.591217
41,10,219.653181
36,15,219.751126
40,11,219.823085
45,6,219.860063
41,10,219.920029
46,5,219.956008
37,14,220.051953
48,3,220.07194
50,1,220.083934
24,27,220.304808
46,5,220.343783
44,7,220.397753
48,3,220.421739
43,8,220.477706
50,1,220.4877
47,4,220.518682
49,2,220.532675
45,6,220.577648
44,7,220.632617
36,15,220.755548
46,5,220.795523
49,2,220.812513
43,8,220.882473
48,3,220.909458
49,2,220.927449
37,14,221.04438
47,4,221.073362
34,17,221.198291
33,18,221.330215
49,2,221.345207
37,14,221.446149
35,16,221.566079
41,10,221.641036
40,11,221.72199
39,12,221.810939
47,4,221.842919
41,10,221.919875
41,10,222.000828
44,7,222.053797
28,23,222.210707
7,44,222.499543
47,4,222.525526
38,13,222.614475
45,6,222.654452
49,2,222.668459
35,16,222.775384
45,6,222.817359
37,14,222.910304
44,7,222.960275
38,13,223.050223
45,6,223.0892
48,3,223.110189
41,10,223.175151
50,1,223.184147
33,18,223.307075
48,3,223.329063
34,17,223.441998
48,3,223.465986
43,8,223.519952
33,18,223.640883
46,5,223.674863
25,26,223.841768
42,9,223.898736
43,8,223.950705
49,2,223.964698
30,21,224.107614
45,6,224.145591
49,2,224.160583
45,6,224.197562
50,1,224.203558
47,4,224.231543
32,19,224.356472
32,19,224.488394
45,6,224.528372
45,6,224.570347
49,2,224.585338
9,42,224.85918
26,25,225.031082
30,21,225.166004
40,11,225.236964
48,3,225.25895
40,11,225.331908
42,9,225.386876
50,1,225.394871
47,4,225.423855
48,3,225.443844
48,3,225.463832
46,5,225.495813
26,25,225.679708
42,9,225.74467
43,8,225.798639
24,27,225.973539
50,1,225.980534
41,10,226.046496
48,3,226.067484
29,22,226.207404
50,1,226.214401
27,24,226.369312
38,13,226.452262
44,7,226.500236
48,3,226.521222
50,1,226.529218
46,5,226.566196
35,16,226.670136
47,4,226.699121
46,5,226.736098
41,10,226.802061
43,8,226.857032
46,5,226.88901
46,5,226.923991
41,10,226.995949
33,18,227.115881
42,9,227.176845
33,18,227.293779
47,4,227.320761
18,33,227.533641
-1,52,227.876441
39,12,227.957397
50,1,227.96739
48,3,227.990376
37,14,228.08632
49,2,228.10431
34,17,228.227239
36,15,228.326183
49,2,228.342173
46,5,228.377152
48,3,228.39914
49,2,228.414131
40,11,228.487089
45,6,228.53007
45,6,228.570043
8,43,229.030777
37,14,229.180689
47,4,229.212673
45,6,229.257645
45,6,229.303618
33,18,229.443538
47,4,229.47352
49,2,229.487513
35,16,229.594451
49,2,229.608444
48,3,229.629431
49,2,229.643424
22,29,229.831314
46,5,229.867293
40,11,229.938252
39,12,230.019206
48,3,230.039195
42,9,230.098161
50,1,230.106157
46,5,230.139137
49,2,230.154128
33,18,230.269063
46,5,230.301046
-58,109,231.013635
23,28,231.195529
46,5,231.23051
33,18,231.361432
-81,132,232.235928
45,6,232.279905
46,5,232.314898
46,5,232.350878
11,40,232.620706
46,5,232.655687
50,1,232.663681
50,1,232.670677
45,6,232.708655
46,5,232.743638
40,11,232.812597
37,14,232.90954
48,3,232.932527
49,2,232.946519
34,17,233.059454
45,6,233.127416
47,4,233.160397
46,5,233.200373
17,34,233.502707
43,8,233.556676
20,31,233.760558
45,6,233.800535
44,7,233.845509
43,8,233.899478
22,29,234.100363
33,18,234.224291
26,25,234.451295
42,9,234.534248
25,26,234.7911
47,4,234.826081
47,4,234.858062
41,10,234.948009
42,9,235.027964
40,11,235.163635
23,28,235.393503
42,9,235.465462
44,7,235.522428
50,1,235.531426
50,1,235.537421
27,24,235.706323
40,11,235.784279
36,15,235.893215
38,13,235.985162
50,1,235.996157
49,2,236.012147
50,1,236.021141
49,2,236.036133
40,11,236.120085
50,1,236.128081
50,1,236.135077
9,42,236.402924
50,1,236.409917
47,4,236.435904
48,3,236.455891
49,2,236.468884
46,5,236.499867
45,6,236.538842
47,4,236.566827
44,7,236.6128
50,1,236.619796
36,15,236.723738
46,5,236.760729
47,4,236.794697
40,11,236.87465
49,2,236.889643
44,7,236.939613
31,20,237.073537
46,5,237.108515
44,7,237.153489
39,12,237.232443
27,24,237.384356
32,19,237.510285
41,10,237.575247
43,8,237.628215
44,7,237.679185
48,3,237.698176
31,20,237.823103
48,3,237.844091
37,14,237.938036
33,18,238.058968
50,1,238.066965
43,8,238.118933
40,11,238.19289
43,8,238.24486
45,6,238.286835
48,3,238.304825
45,6,238.342804
38,13,238.423759
44,7,238.47073
48,3,238.48972
42,9,238.551684
45,6,238.59366
46,5,238.628639
49,2,238.640631
35,16,238.74757
49,2,238.763561
42,9,238.822527
49,2,238.83852
41,10,238.92247
40,11,239.021413
46,5,239.064387
27,24,239.262273
46,5,239.295254
50,1,239.30225
22,29,239.498138
45,6,239.541112
46,5,239.574093
47,4,239.60008
45,6,239.638056
43,8,239.692027
31,20,239.846937
47,4,239.874921
36,15,239.977862
47,4,240.007843
38,13,240.100789
50,1,240.108785
50,1,240.114783
50,1,240.121778
39,12,240.202732
48,3,240.22372
47,4,240.250704
46,5,240.285683
48,3,240.305674
39,12,240.386626
36,15,240.484568
43,8,240.537538
46,5,240.569522
47,4,240.596503
45,6,240.634482
46,5,240.668463
49,2,240.683455
47,4,240.711437
50,1,240.718435
-44,95,241.332081
46,5,241.365061
48,3,241.385049
50,1,241.391047
40,11,241.461007
42,9,241.520972
43,8,241.570945
36,15,241.670885
50,1,241.678881
5,46,241.990701
48,3,242.017685
42,9,242.093642
37,14,242.18259
45,6,242.21957
48,3,242.239558
47,4,242.263543
45,6,242.304521
39,12,242.383474
41,10,242.451434
47,4,242.47742
43,8,242.52839
49,2,242.540383
45,6,242.578362
47,4,242.605346
46,5,242.638326
45,6,242.676305
50,1,242.6843
42,9,242.746266
48,3,242.766254
46,5,242.802232
43,8,242.8582
27,24,243.020108
48,3,243.042094
38,13,243.130044
50,1,243.13704
48,3,243.160026
50,1,243.166025
47,4,243.193009
26,25,243.357913
35,16,243.460854
37,14,243.547804
50,1,243.553799
49,2,243.567791
41,10,243.635755
49,2,243.649746
41,10,243.716707
46,5,243.749688
41,10,243.816649
34,17,243.928586
41,10,243.998544
49,2,244.01355
49,2,244.027526
37,14,244.121474
49,2,244.13448
48,3,244.155455
46,5,244.190433
26,25,244.356338
44,7,244.411305
46,5,244.450282
50,1,244.460279
48,3,244.49026
50,1,244.502253
48,3,244.535233
41,10,244.621184
26,25,244.806077
48,3,244.826068
47,4,244.859048
45,6,244.909019
46,5,244.944997
47,4,244.972981
46,5,245.009961
47,4,245.035946
45,6,245.089914
50,1,245.098909
48,3,245.120896
45,6,245.160873
47,4,245.185858
45,6,245.225838
50,1,245.232832
42,9,245.292798
34,17,245.421722
43,8,245.486685
50,1,245.497678
48,3,245.523664
44,7,245.590625
50,1,245.60062
46,5,245.632601
49,2,245.645595
34,17,245.759529
47,4,245.786512
44,7,245.836484
47,4,245.862468
49,2,245.874462
48,3,245.896451
49,2,245.91044
45,6,245.950418
47,4,245.979401
50,1,245.989396
47,4,246.016382
35,16,246.123319
50,1,246.130313
43,8,246.182287
42,9,246.244249
47,4,246.273233
49,2,246.288223
48,3,246.30921
49,2,246.323203
46,5,246.355187
36,15,246.455127
25,26,246.62203
45,6,246.661009
48,3,246.680997
7,44,247.045786
48,3,247.066775
44,7,247.115746
50,1,247.123742
43,8,247.174711
49,2,247.188705
48,3,247.206693
37,14,247.301639
41,10,247.367601
42,9,247.427567
46,5,247.461547
46,5,247.493529
-8,59,248.055526
24,27,248.246416
46,5,248.283395
21,30,248.509265
50,1,248.517262
-25,76,249.060948
48,3,249.091934
46,5,249.146461
49,2,249.170447
48,3,249.201427
34,17,249.349342
48,3,249.36833
46,5,249.402312
17,34,249.622187
44,7,249.668159
49,2,249.68215
47,4,249.710134
38,13,249.792088
45,6,249.830064
46,5,249.863048
45,6,249.905023
1,50,250.232832
47,4,250.257818
48,3,250.279805
49,2,250.294797
42,9,250.354762
48,3,250.373752
49,2,250.388743
46,5,250.420724
40,11,250.490685
35,16,250.606617
44,7,250.658588
30,21,250.815497
38,13,250.911442
47,4,250.943424
19,32,251.192281
44,7,251.24325
47,4,251.271234
48,3,251.29522
46,5,251.334198
46,5,251.370177
42,9,251.436139
43,8,251.503101
41,10,251.578058
50,1,251.586053
47,4,251.617035
-8,59,252.059781
41,10,252.132738
30,21,252.274656
49,2,252.288651
48,3,252.311637
35,16,252.417574
47,4,252.445563
46,5,252.47854
35,16,252.588477
39,12,252.664432
46,5,252.696415
49,2,252.709404
23,28,252.890303
49,2,252.905293
48,3,252.929278
43,8,252.986246
30,21,253.131162
45,6,253.17414
43,8,253.227107
41,10,253.295068
44,7,253.34404
50,1,253.352034
50,1,253.359032
49,2,253.373024
46,5,253.406004
50,1,253.413002
49,2,253.424994
46,5,253.461972
48,3,253.483959
43,8,253.536931
47,4,253.562913
49,2,253.578903
40,11,253.65586
50,1,253.664855
49,2,253.678847
44,7,253.726818
45,6,253.767794
40,11,253.84475
41,10,253.909713
47,4,253.939696
37,14,254.040637
32,19,254.175561
22,29,254.389437
48,3,254.413422
39,12,254.50537
47,4,254.537352
44,7,254.59232
47,4,254.650287
46,5,254.736237
50,1,254.749233
50,1,254.764225
47,4,254.808196
48,3,254.835182
42,9,254.916133
44,7,254.976099
48,3,255.010079
49,2,255.027069
49,2,255.043059
37,14,255.145002
40,11,255.221957
31,20,255.361876
21,30,255.551768
48,3,255.570755
49,2,255.585747
44,7,255.630721
27,24,255.78763
36,15,255.888572
33,18,256.011504
36,15,256.114441
48,3,256.134431
50,1,256.142426
48,3,256.162415
18,33,256.382288
49,2,256.39928
44,7,256.465242
48,3,256.487228
42,9,256.55319
49,2,256.568182
47,4,256.593167
39,12,256.669122
46,5,256.702103
50,1,256.7091
48,3,256.729089
-10,61,257.186825
50,1,257.19382
38,13,257.279771
37,14,257.425686
49,2,257.444676
50,1,257.457669
48,3,257.487652
44,7,257.546617
41,10,257.623574
46,5,257.670546
46,5,257.713523
26,25,257.876428
35,16,257.988363
47,4,258.038334
50,1,258.052325
28,23,258.240218
46,5,258.273199
48,3,258.294186
32,19,258.429107
25,26,258.596014
47,4,258.623996
34,17,258.742928
40,11,258.833875
34,17,258.988786
11,40,259.3096
50,1,259.318597
44,7,259.373565
43,8,259.425535
38,13,259.510484
46,5,259.546465
44,7,259.597435
49,2,259.611428
50,1,259.619421
49,2,259.632414
47,4,259.670393
41,10,259.767337
30,21,259.911255
42,9,259.983212
45,6,260.024189
39,12,260.125132
43,8,260.182097
45,6,260.225073
42,9,260.287036
31,20,260.41996
32,19,260.564877
50,1,260.572873
45,6,260.616847
46,5,260.651827
35,16,260.765761
43,8,260.821728
49,2,260.83672
48,3,260.860706
49,2,260.875697
10,41,261.16453
40,11,261.239487
49,2,261.255478
36,15,261.361418
37,14,261.457363
48,3,261.480349
39,12,261.603278
49,2,261.628265
49,2,261.649252
45,6,261.70522
50,1,261.716213
49,2,261.735202
46,5,261.771182
47,4,261.798166
1,50,262.12098
42,9,262.17495
40,11,262.245909
50,1,262.253902
43,8,262.311869
43,8,262.364838
45,6,262.403816
48,3,262.424804
49,2,262.438796
45,6,262.478776
50,1,262.48677
48,3,262.506758
42,9,262.571721
50,1,262.578715
45,6,262.618694
44,7,262.667666
31,20,262.795591
47,4,262.82359
46,5,262.857557
47,4,262.88354
50,1,262.890538
50,1,262.897534
48,3,262.917536
47,4,262.94652
42,9,263.014466
36,15,263.116405
44,7,263.161379
42,9,263.218348
40,11,263.288306
49,2,263.302298
45,6,263.341276
39,12,263.420231
46,5,263.454211
36,15,263.553154
32,19,263.681082
48,3,263.70107
50,1,263.708066
49,2,263.723056
41,10,263.78902
16,35,264.014892
45,6,264.057863
50,1,264.064859
50,1,264.072855
50,1,264.08185
41,10,264.14981
50,1,264.158805
45,6,264.204785
44,7,264.258748
35,16,264.365685
50,1,264.372683
36,15,264.468626
24,27,264.647522
35,16,264.75646
47,4,264.783446
48,3,264.806432
45,6,264.848407
45,6,264.887385
44,7,264.932359
44,7,264.979333
21,30,265.181216
33,18,265.296165
45,6,265.337142
47,4,265.365112
40,11,265.440082
45,6,265.478047
40,11,265.548006
47,4,265.577987
46,5,265.612968
48,3,265.636954
41,10,265.700917
47,4,265.727901
49,2,265.739895
43,8,265.791864
48,3,265.81585
46,5,265.848832
34,17,265.962767
33,18,266.091691
40,11,266.164648
45,6,266.203628
50,1,266.210623
49,2,266.224614
27,24,266.376526
28,23,266.522442
50,1,266.531437
49,2,266.545431
49,2,266.558424
49,2,266.571415
50,1,266.578411
45,6,266.621385
40,11,266.696342
47,4,266.723326
46,5,266.755308
47,4,266.782292
47,4,266.809277
36,15,266.912217
41,10,266.981194
47,4,267.010163
48,3,267.02915
48,3,267.048139
48,3,267.070126
49,2,267.086118
47,4,267.113102
44,7,267.160075
49,2,267.175066
47,4,267.201052
45,6,267.240028
50,1,267.248024
50,1,267.25502
41,10,267.316984
36,15,267.412929
32,19,267.533859
45,6,267.572837
47,4,267.598823
46,5,267.632803
38,13,267.714756
33,18,267.827691
48,3,267.845679
35,16,267.951618
36,15,268.053561
45,6,268.093538
48,3,268.117522
33,18,268.237455
48,3,268.257442
49,2,268.270435
49,2,268.285437
34,17,268.396364
48,3,268.415362
10,41,268.689206
48,3,268.709197
24,27,268.884081
48,3,268.90407
44,7,268.948044
35,16,269.051986
50,1,269.05898
49,2,269.071974
32,19,269.2009
42,9,269.257866
45,6,269.296844
39,12,269.376797
40,11,269.449755
29,22,269.590674
43,8,269.641645
33,18,269.759577
46,5,269.794556
36,15,269.892499
38,13,269.973454
40,11,270.066402
49,2,270.079391
34,17,270.194325
39,12,270.270282
21,30,270.456175
44,7,270.503148
42,9,270.561114
49,2,270.574108
33,18,270.695037
45,6,270.73403
48,3,270.754004
50,1,270.762001
47,4,270.788998
40,11,270.862952
41,10,270.932901
41,10,271.00586
46,5,271.044836
44,7,271.095807
45,6,271.14078
36,15,271.235726
49,2,271.249718
40,11,271.31868
48,3,271.339665
34,17,271.449603
17,34,271.672474
50,1,271.680471
46,5,271.711451
49,2,271.724445
39,12,271.8024
48,3,271.824386
44,7,271.870359
41,10,271.937321
30,21,272.078242
46,5,272.110221
50,1,272.120215
47,4,272.148199
46,5,272.18118
36,15,272.275126
34,17,272.387064
45,6,272.42604
46,5,272.457021
47,4,272.485006
47,4,272.509992
47,4,272.535978
49,2,272.54897
22,29,272.729867
49,2,272.742858
39,12,272.819812
43,8,272.87378
49,2,272.885776
49,2,272.899766
27,24,273.060673
45,6,273.099651
37,14,273.198595
50,1,273.204593
44,7,273.252564
46,5,273.285544
49,2,273.299536
49,2,273.31253
34,17,273.421465
33,18,273.542397
38,13,273.627349
41,10,273.692309
43,8,273.74428
43,8,273.801246
47,4,273.828232
49,2,273.840228
47,4,273.867211
48,3,273.888213
47,4,273.913182
44,7,273.960154
40,11,274.044106
44,7,274.093078
49,2,274.10807
46,5,274.142051
48,3,274.163038
44,7,274.213009
49,2,274.226002
37,14,274.321961
18,33,274.532827
41,10,274.595791
43,8,274.64676
26,25,274.809665
0,51,275.140474
46,5,275.175455
48,3,275.193444
44,7,275.23842
45,6,275.277396
42,9,275.340361
36,15,275.433306
46,5,275.467286
41,10,275.536246
42,9,275.594213
30,21,275.728137
39,12,275.809089
49,2,275.82408
46,5,275.857061
50,1,275.863057
49,2,275.87705
45,6,275.918027
16,35,276.162886
34,17,276.268825
40,11,276.339783
44,7,276.382758
20,31,276.583642
48,3,276.603632
45,6,276.641609
7,44,276.928446
20,31,277.138324
46,5,277.175303
47,4,277.202288
31,20,277.33421
48,3,277.355198
50,1,277.363194
42,9,277.42016
41,10,277.487121
44,7,277.533097
34,17,277.644031
50,1,277.651027
40,11,277.723986
48,3,277.743974
49,2,277.758965
37,14,277.851911
36,15,277.949855
34,17,278.065789
38,13,278.14974
46,5,278.183721
44,7,278.225695
48,3,278.245687
38,13,278.332634
48,3,278.352622
44,7,278.399596
24,27,278.579494
47,4,278.607478
34,17,278.717414
43,8,278.771382
43,8,278.82435
46,5,278.856333
42,9,278.915304
45,6,278.953276
48,3,278.974266
43,8,279.028235
44,7,279.075206
44,7,279.12318
41,10,279.191141
47,4,279.216127
48,3,279.236114
36,15,279.330059
-7,58,279.71084
47,4,279.737825
43,8,279.792794
38,13,279.877744
8,43,280.173573
48,3,280.194563
47,4,280.223546
37,14,280.316492
47,4,280.344475
50,1,280.350471
42,9,280.410437
37,14,280.498385
43,8,280.551355
47,4,280.578341
48,3,280.600327
43,8,280.657295
46,5,280.696271
48,3,280.71726
38,13,280.814204
43,8,280.87417
50,1,280.882164
47,4,280.912148
41,10,280.987105
47,4,281.016087
46,5,281.053066
45,6,281.09704
49,2,281.111033
40,11,281.193985
46,5,281.228965
45,6,281.27194
46,5,281.310917
48,3,281.332904
43,8,281.395868
43,8,281.451836
47,4,281.480819
47,4,281.511801
49,2,281.528792
44,7,281.579762
49,2,281.594754
42,9,281.663714
50,1,281.672709
-4,55,282.08647
46,5,282.118451
47,4,282.145436
46,5,282.182416
47,4,282.2104
45,6,282.250378
43,8,282.305344
42,9,282.363311
50,1,282.371306
47,4,282.396294
49,2,282.410284
38,13,282.511228
47,4,282.53721
46,5,282.569207
43,8,282.632158
47,4,282.662138
21,30,282.859025
45,6,282.897004
47,4,282.92399
48,3,282.943979
47,4,282.968964
48,3,282.991948
48,3,283.012938
49,2,283.026929
48,3,283.050914
46,5,283.084896
44,7,283.133869
18,33,283.347743
45,6,283.38672
39,12,283.470672
44,7,283.518645
47,4,283.546628
44,7,283.593601
47,4,283.619587
48,3,283.639579
48,3,283.661564
47,4,283.689548
25,26,283.855454
26,25,284.024353
45,6,284.064331
45,6,284.107307
29,22,284.255223
37,14,284.34217
44,7,284.386144
39,12,284.466098
46,5,284.500079
50,1,284.507075
40,11,284.579034
46,5,284.612016
44,7,284.65699
45,6,284.693968
48,3,284.716954
49,2,284.731946
44,7,284.776921
25,26,284.946821
12,39,285.21267
40,11,285.284628
32,19,285.409555
49,2,285.424546
48,3,285.443535
42,9,285.5045
49,2,285.517495
44,7,285.566464
13,38,285.808325
34,17,285.910266
45,6,285.950245
46,5,285.981227
40,11,286.055183
48,3,286.077171
49,2,286.091163
28,23,286.246072
42,9,286.307037
43,8,286.361006
38,13,286.445956
44,7,286.49293
40,11,286.56189
45,6,286.600869
50,1,286.608864
49,2,286.622856
27,24,286.782766
46,5,286.814744
50,1,286.82274
28,23,286.976667
50,1,286.984647
38,13,287.075598
42,9,287.13956
32,19,287.265486
40,11,287.337444
50,1,287.34444
48,3,287.364428
43,8,287.414402
2,49,287.735214
47,4,287.763199
33,18,287.879131
50,1,287.886128
45,6,287.926105
22,29,288.114996
48,3,288.135984
12,39,288.390837
45,6,288.430813
49,2,288.442807
49,2,288.455798
42,9,288.512768
50,1,288.519761
47,4,288.547745
49,2,288.560738
49,2,288.573731
43,8,288.6267
44,7,288.670675
11,40,288.94152
47,4,288.9735
42,9,289.056452
49,2,289.073442
50,1,289.082438
29,22,289.242346
43,8,289.295314
48,3,289.316303
30,21,289.456223
47,4,289.482207
46,5,289.514188
46,5,289.550169
42,9,289.611133
18,33,289.831005
49,2,289.847013
47,4,289.875983
47,4,289.900967
33,18,290.023895
35,16,290.133845
50,1,290.141827
-4,55,290.506617
-8,59,290.887397
47,4,290.912385
46,5,290.945364
37,14,291.03731
-17,68,291.487054
37,14,291.579
33,18,291.698929
39,12,291.779893
39,12,291.867832
47,4,291.892819
27,24,292.047729
49,2,292.060723
47,4,292.086706
33,18,292.20464
50,1,292.211634
39,12,292.305579
33,18,292.442501
43,8,292.501468
48,3,292.526453
40,11,292.612402
48,3,292.639387
48,3,292.663373
46,5,292.704349
43,8,292.770312
47,4,292.799295
48,3,292.822283
30,21,292.972195
47,4,293.004177
45,6,293.046152
45,6,293.093125
46,5,293.130104
48,3,293.157089
48,3,293.180075
41,10,293.260029
41,10,293.339983
44,7,293.389954
36,15,293.493895
49,2,293.507886
45,6,293.551862
49,2,293.564853
42,9,293.629817
47,4,293.6588
45,6,293.698776
47,4,293.72876
47,4,293.754744
40,11,293.825703
39,12,293.902658
47,4,293.928643
49,2,293.943635
40,11,294.027586
20,31,294.272446
50,1,294.28344
47,4,294.314423
38,13,294.407369
50,1,294.415363
44,7,294.47333
42,9,294.543289
49,2,294.56028
27,24,294.757167
41,10,294.839119
47,4,294.875099
50,1,294.885092
49,2,294.904083
43,8,294.966045
45,6,295.016017
44,7,295.068987
50,1,295.076982
45,6,295.118957
49,2,295.131949
43,8,295.187919
46,5,295.222898
50,1,295.231894
47,4,295.263873
49,2,295.278866
32,19,295.404794
27,24,295.562701
46,5,295.597681
32,19,295.72161
22,29,295.9115
46,5,295.943484
43,8,295.995454
31,20,296.13937
50,1,296.147365
47,4,296.17435
39,12,296.253304
36,15,296.350248
50,1,296.357244
44,7,296.413213
34,17,296.531144
35,16,296.627091
30,21,296.762012
49,2,296.776002
48,3,296.79599
44,7,296.842964
42,9,296.90193
48,3,296.922917
48,3,296.943906
49,2,296.958897
48,3,296.980885
49,2,296.995876
34,17,297.102814
44,7,297.14779
47,4,297.179771
33,18,297.303699
43,8,297.356667
35,16,297.461608
50,1,297.469602
38,13,297.552555
32,19,297.670488
41,10,297.734451
33,18,297.853381
40,11,297.927341
48,3,297.947327
47,4,297.97731
48,3,298.001297
38,13,298.086248
44,7,298.132222
32,19,298.264146
35,16,298.364087
46,5,298.39607
41,10,298.459033
49,2,298.472024
46,5,298.506007
47,4,298.532991
49,2,298.545985
32,19,298.665913
39,12,298.743868
45,6,298.785844
47,4,298.812828
48,3,298.832817
44,7,298.876791
44,7,298.920766
45,6,298.960743
46,5,298.996737
50,1,299.003718
38,13,299.090668
28,23,299.242583
41,10,299.31154
49,2,299.326532
35,16,299.431472
24,27,299.602373
49,2,299.618364
46,5,299.652344
33,18,299.773276
18,33,299.995148
50,1,300.002142
50,1,300.00914
46,5,300.043121
27,24,300.200028
47,4,300.225016
38,13,300.313963
50,1,300.320958
50,1,300.327954
49,2,300.341946
41,10,300.406909
45,6,300.448885
45,6,300.487862
3,48,300.798685
23,28,300.986575
41,10,301.055536
46,5,301.088516
48,3,301.109504
49,2,301.123497
42,9,301.185462
-38,89,301.770125
31,20,301.900049
48,3,301.920039
0,51,302.252845
40,11,302.335798
29,22,302.477717
43,8,302.529686
39,12,302.607641
42,9,302.668605
49,2,302.683599
42,9,302.744578
41,10,302.809526
48,3,302.830512
47,4,302.857499
46,5,302.889478
49,2,302.902471
49,2,302.915463
41,10,302.998416
49,2,303.01141
47,4,303.038397
48,3,303.059381
49,2,303.074371
31,20,303.209294
47,4,303.238277
45,6,303.275255
46,5,303.312235
44,7,303.362206
49,2,303.375199
44,7,303.422171
38,13,303.509123
45,6,303.547101
22,29,303.73699
47,4,303.762975
35,16,303.870912
49,2,303.884907
21,30,304.077793
18,33,304.29267
42,9,304.35064
37,14,304.443585
47,4,304.470582
46,5,304.501549
30,21,304.642467
40,11,304.716426
50,1,304.724431
47,4,304.753403
49,2,304.766397
45,6,304.806374
49,2,304.822375
46,5,304.854347
27,24,305.012254
21,30,305.219136
45,6,305.258113
47,4,305.288095
44,7,305.335069
26,25,305.490979
39,12,305.567937
45,6,305.605912
50,1,305.612908
44,7,305.662879
33,18,305.777814
49,2,305.791805
46,5,305.823789
49,2,305.83678
47,4,305.862766
49,2,305.875756
40,11,305.946718
39,12,306.02867
47,4,306.055654
47,4,306.080639
50,1,306.087635
50,1,306.094632
35,16,306.199571
48,3,306.223556
42,9,306.284523
46,5,306.319501
45,6,306.358478
50,1,306.365474
41,10,306.429437
39,12,306.507393
39,12,306.58435
39,12,306.662304
28,23,306.81022
46,5,306.8442
48,3,306.862188
48,3,306.881176
40,11,306.954136
50,1,306.961132
50,1,306.969127
31,20,307.105047
43,8,307.160019
48,3,307.178006
48,3,307.197997
49,2,307.210989
47,4,307.238973
38,13,307.329919
44,7,307.374892
49,2,307.387887
47,4,307.41487
44,7,307.464841
42,9,307.520809
44,7,307.565783
27,24,307.718696
38,13,307.801648
19,32,308.010529
37,14,308.102473
47,4,308.130459
38,13,308.215411
47,4,308.243394
48,3,308.26438
20,31,308.463267
28,23,308.61118
39,12,308.690134
46,5,308.726115
45,6,308.769091
46,5,308.801071
20,31,309.009951
45,6,309.048927
49,2,309.06592
43,8,309.128882
50,1,309.13588
45,6,309.175856
46,5,309.208836
49,2,309.222827
45,6,309.263806
49,2,309.276796
33,18,309.402727
49,2,309.418715
47,4,309.445699
46,5,309.481678
50,1,309.490673
39,12,309.570627
46,5,309.603607
43,8,309.656577
49,2,309.669571
46,5,309.701554
44,7,309.747524
34,17,309.863457
49,2,309.877454
45,6,309.915427
44,7,309.9634
31,20,310.107318
46,5,310.142298
44,7,310.185272
49,2,310.198267
28,23,310.359173
50,1,310.366168
41,10,310.43313
50,1,310.442124
45,6,310.482102
47,4,310.509086
43,8,310.563055
38,13,310.659999
41,10,310.730959
49,2,310.747948
45,6,310.790926
46,5,310.829901
45,6,310.875875
43,8,310.937839
45,6,310.985811
49,2,311.000802
