#{"t_start": 1595252445.9527411, "env_id": "NovelGridworld-v0"}
r,l,t 
42,9,376.011326
45,6,376.052313
46,5,376.088282
48,3,376.108272
41,10,376.172236
46,5,376.204217
34,17,376.316151
39,12,376.397104
47,4,376.427088
41,10,376.500045
41,10,376.569007
49,2,376.587995
46,5,376.622975
33,18,376.739908
47,4,376.766893
49,2,376.781883
50,1,376.788878
39,12,376.866833
33,18,376.984765
48,3,377.005754
42,9,377.06272
40,11,377.13668
49,2,377.149672
43,8,377.20164
49,2,377.217632
8,43,377.512461
49,2,377.527453
4,47,377.852265
48,3,377.873253
38,13,377.959219
49,2,377.973211
47,4,378.000181
44,7,378.049153
46,5,378.084147
45,6,378.125108
7,44,378.42394
49,2,378.438927
50,1,378.446922
47,4,378.475905
32,19,378.611829
46,5,378.646808
38,13,378.731758
42,9,378.788725
45,6,378.828702
46,5,378.859684
46,5,378.895665
45,6,378.942637
46,5,378.976616
44,7,379.026588
28,23,379.175503
50,1,379.182498
48,3,379.201487
44,7,379.247461
47,4,379.275445
47,4,379.30243
50,1,379.309425
50,1,379.316421
46,5,379.349402
37,14,379.444348
45,6,379.486324
45,6,379.529314
50,1,379.536295
38,13,379.636237
47,4,379.66622
49,2,379.680213
44,7,379.731182
47,4,379.757167
49,2,379.77016
38,13,379.853112
50,1,379.862106
39,12,379.94306
47,4,379.970044
43,8,380.028011
45,6,380.070987
44,7,380.116975
46,5,380.153949
46,5,380.185935
33,18,380.30685
33,18,380.422785
49,2,380.435776
44,7,380.482748
42,9,380.546712
49,2,380.561703
41,10,380.634661
41,10,380.699624
20,31,380.905507
49,2,380.919498
47,4,380.946481
39,12,381.026438
50,1,381.034432
44,7,381.085417
33,18,381.204348
42,9,381.2663
48,3,381.286286
38,13,381.370248
40,11,381.44421
49,2,381.458186
46,5,381.495166
44,7,381.542138
21,30,381.750018
48,3,381.771007
47,4,381.79899
46,5,381.830972
47,4,381.857955
46,5,381.892936
42,9,381.949906
48,3,381.971892
44,7,382.02386
18,33,382.256727
37,14,382.349673
42,9,382.407641
45,6,382.448617
40,11,382.524572
40,11,382.598531
23,28,382.786422
45,6,382.829396
45,6,382.877368
45,6,382.92734
32,19,383.090245
48,3,383.116231
39,12,383.213174
31,20,383.432049
48,3,383.461032
33,18,383.62194
25,26,383.81083
46,5,383.849809
22,29,384.069682
47,4,384.100663
31,20,384.251576
49,2,384.267567
21,30,384.495436
40,11,384.582386
42,9,384.673334
43,8,384.744292
50,1,384.755286
46,5,384.801261
49,2,384.81825
44,7,384.884212
48,3,384.912195
47,4,384.948174
49,2,384.965165
49,2,384.984154
48,3,385.012139
44,7,385.072103
47,4,385.107084
48,3,385.134068
34,17,385.276985
47,4,385.309966
35,16,385.439892
41,10,385.522844
50,1,385.533839
47,4,385.568817
22,29,385.834664
8,43,386.184463
49,2,386.202452
33,18,386.349367
18,33,386.611217
-29,80,387.354789
42,9,387.424747
-2,53,387.805527
13,38,388.059381
49,2,388.072374
50,1,388.07937
40,11,388.146333
49,2,388.160338
29,22,388.306239
38,13,388.393207
46,5,388.425173
48,3,388.445158
46,5,388.480154
47,4,388.510121
50,1,388.517132
15,36,388.75898
47,4,388.784964
47,4,388.813947
50,1,388.821957
49,2,388.836949
40,11,388.908892
46,5,388.941872
50,1,388.948871
49,2,388.963862
50,1,388.971855
49,2,388.988847
50,1,388.996842
43,8,389.052809
31,20,389.177736
7,44,389.456578
42,9,389.515543
-13,64,389.932303
39,12,390.01126
43,8,390.066226
37,14,390.163168
24,27,390.345064
48,3,390.36705
50,1,390.375046
47,4,390.403032
38,13,390.489981
32,19,390.633898
35,16,390.746832
35,16,390.85277
9,42,391.130613
43,8,391.18258
46,5,391.217562
43,8,391.273528
32,19,391.404468
42,9,391.466433
47,4,391.494401
39,12,391.574354
31,20,391.726268
49,2,391.739259
47,4,391.765246
48,3,391.785233
43,8,391.839202
41,10,391.906164
39,12,391.986117
47,4,392.012102
46,5,392.046082
44,7,392.093056
43,8,392.147026
45,6,392.187003
47,4,392.215985
17,34,392.441857
47,4,392.46884
37,14,392.563787
39,12,392.650734
46,5,392.688713
46,5,392.728689
49,2,392.746679
50,1,392.756673
49,2,392.771665
49,2,392.787658
46,5,392.83263
46,5,392.897592
21,30,393.14345
41,10,393.208413
19,32,393.431284
46,5,393.467264
45,6,393.50824
49,2,393.523232
45,6,393.562209
39,12,393.656155
44,7,393.706126
37,14,393.809068
29,22,393.95898
46,5,393.99496
43,8,394.049929
47,4,394.077914
46,5,394.111894
45,6,394.151873
41,10,394.216831
44,7,394.264804
40,11,394.34176
50,1,394.348756
-4,55,394.731538
46,5,394.762518
45,6,394.803495
43,8,394.859464
26,25,395.024366
39,12,395.113315
46,5,395.153297
49,2,395.168285
48,3,395.197267
49,2,395.231247
44,7,395.294211
47,4,395.327192
46,5,395.36417
49,2,395.379161
44,7,395.432132
44,7,395.492097
48,3,395.513085
36,15,395.609031
37,14,395.706974
46,5,395.74595
41,10,395.814913
46,5,395.847891
39,12,395.928844
50,1,395.937855
10,41,396.245664
46,5,396.28764
43,8,396.345604
50,1,396.354605
42,9,396.416564
38,13,396.503513
48,3,396.525501
48,3,396.546488
41,10,396.623446
50,1,396.63144
47,4,396.662422
44,7,396.715391
44,7,396.763364
43,8,396.815334
44,7,396.862307
16,35,397.123156
46,5,397.156137
48,3,397.176127
50,1,397.183123
48,3,397.20311
35,16,397.307051
46,5,397.34303
49,2,397.357021
46,5,397.395
43,8,397.448968
42,9,397.506935
50,1,397.512933
48,3,397.534921
48,3,397.555908
38,13,397.645855
12,39,397.929692
46,5,397.977664
20,31,398.236515
45,6,398.281488
49,2,398.300478
50,1,398.308474
48,3,398.33046
44,7,398.38243
38,13,398.479377
49,2,398.493367
27,24,398.654289
48,3,398.67926
37,14,398.778204
48,3,398.798192
30,21,398.960097
42,9,399.031057
39,12,399.123006
15,36,399.376858
46,5,399.409837
49,2,399.42383
40,11,399.501785
-8,59,399.899557
43,8,399.952526
39,12,400.048471
46,5,400.08345
47,4,400.110435
44,7,400.153409
50,1,400.161405
49,2,400.175397
46,5,400.208377
48,3,400.233363
44,7,400.286334
37,14,400.389274
50,1,400.398269
48,3,400.427252
44,7,400.490217
-26,77,401.102864
46,5,401.137843
45,6,401.183815
48,3,401.205803
29,22,401.3867
47,4,401.429675
37,14,401.548605
28,23,401.748491
44,7,401.808456
49,2,401.827446
47,4,401.862425
39,12,401.966364
44,7,402.030328
38,13,402.140264
46,5,402.187244
42,9,402.271188
48,3,402.295175
48,3,402.31916
42,9,402.383124
46,5,402.423101
47,4,402.455083
44,7,402.509051
50,1,402.516047
45,6,402.562021
39,12,402.645973
22,29,402.83986
38,13,402.934807
46,5,402.968786
46,5,403.004766
45,6,403.043744
45,6,403.080724
48,3,403.10071
50,1,403.108706
48,3,403.128694
46,5,403.165674
49,2,403.179667
43,8,403.235633
39,12,403.315588
48,3,403.33759
48,3,403.356562
45,6,403.406537
50,1,403.416529
47,4,403.449512
45,6,403.504479
45,6,403.548453
41,10,403.620413
46,5,403.658389
49,2,403.674379
32,19,403.821295
47,4,403.84628
48,3,403.867269
46,5,403.905247
50,1,403.912243
35,16,404.021179
46,5,404.05416
43,8,404.112127
45,6,404.152107
49,2,404.165098
47,4,404.191083
48,3,404.212072
42,9,404.271036
49,2,404.285028
46,5,404.32001
44,7,404.367983
47,4,404.394964
47,4,404.438946
48,3,404.469923
44,7,404.531885
50,1,404.542878
47,4,404.572861
43,8,404.635827
40,11,404.724777
42,9,404.794734
37,14,404.896675
38,13,404.99162
46,5,405.038595
40,11,405.128542
47,4,405.158524
41,10,405.23648
40,11,405.320433
43,8,405.383395
49,2,405.400386
47,4,405.429368
47,4,405.456355
44,7,405.504325
-32,83,406.12097
47,4,406.152958
26,25,406.341842
40,11,406.438786
47,4,406.476765
47,4,406.509747
49,2,406.526736
38,13,406.625678
41,10,406.701635
46,5,406.74561
47,4,406.77959
48,3,406.803576
47,4,406.832559
39,12,406.911529
47,4,406.939513
25,26,407.130388
42,9,407.205344
46,5,407.244322
43,8,407.306286
47,4,407.337269
26,25,407.527158
44,7,407.574133
42,9,407.634099
40,11,407.723046
39,12,407.824987
47,4,407.858968
46,5,407.896946
48,3,407.92293
47,4,407.953913
36,15,408.069846
35,16,408.1818
42,9,408.249744
41,10,408.317703
46,5,408.35768
42,9,408.428639
50,1,408.438633
48,3,408.46162
31,20,408.623527
47,4,408.657507
12,39,408.94834
50,1,408.957335
46,5,408.989316
49,2,409.003307
47,4,409.032291
50,1,409.039287
37,14,409.133234
38,13,409.218184
43,8,409.272154
39,12,409.352107
46,5,409.388088
48,3,409.407077
39,12,409.490028
47,4,409.525009
50,1,409.532002
47,4,409.565983
21,30,409.811841
48,3,409.835829
40,11,409.923777
46,5,409.960756
48,3,409.990738
45,6,410.041709
39,12,410.131657
50,1,410.141651
44,7,410.199619
37,14,410.307556
50,1,410.315551
45,6,410.362525
37,14,410.472461
45,6,410.519444
13,38,410.790278
48,3,410.811268
31,20,410.947187
50,1,410.956182
50,1,410.964177
43,8,411.03514
41,10,411.111094
49,2,411.126085
31,20,411.277
44,7,411.33297
48,3,411.355951
46,5,411.399929
37,14,411.502867
46,5,411.539846
44,7,411.587819
43,8,411.65378
47,4,411.68776
48,3,411.711746
34,17,411.863659
45,6,411.907634
30,21,412.056549
44,7,412.111518
26,25,412.294411
46,5,412.338385
50,1,412.346381
32,19,412.490298
45,6,412.538274
50,1,412.545267
45,6,412.59224
35,16,412.720165
42,9,412.790126
48,3,412.810115
48,3,412.829102
46,5,412.862084
49,2,412.875078
44,7,412.935041
42,9,413.006001
40,11,413.09495
45,6,413.143921
49,2,413.159912
31,20,413.312825
46,5,413.350803
49,2,413.364794
33,18,413.487722
38,13,413.574675
47,4,413.60066
42,9,413.661622
41,10,413.732582
48,3,413.757569
49,2,413.77356
41,10,413.836522
49,2,413.849515
49,2,413.864506
49,2,413.878498
47,4,413.906482
40,11,413.984436
22,29,414.197314
30,21,414.334235
43,8,414.384205
30,21,414.523126
48,3,414.544113
48,3,414.563103
49,2,414.577095
48,3,414.598083
44,7,414.643057
45,6,414.680035
45,6,414.721012
48,3,414.746998
36,15,414.84694
44,7,414.891913
44,7,414.938886
45,6,414.978864
48,3,415.00185
45,6,415.040827
35,16,415.146768
46,5,415.182748
48,3,415.205732
40,11,415.278691
46,5,415.314671
37,14,415.409615
48,3,415.428604
50,1,415.4356
49,2,415.448592
45,6,415.487571
44,7,415.532545
3,48,415.855359
41,10,415.92432
35,16,416.036255
48,3,416.05824
45,6,416.096219
27,24,416.259125
33,18,416.388051
48,3,416.410038
30,21,416.551956
48,3,416.572944
49,2,416.586936
39,12,416.666889
49,2,416.680882
40,11,416.757838
46,5,416.792818
50,1,416.799814
44,7,416.846787
47,4,416.87477
37,14,416.967717
36,15,417.070657
50,1,417.077656
48,3,417.097642
-11,62,417.503409
39,12,417.583364
40,11,417.657319
45,6,417.697296
48,3,417.722281
26,25,417.893183
39,12,417.973137
49,2,417.988128
48,3,418.009116
50,1,418.016113
50,1,418.025107
49,2,418.041097
48,3,418.069082
26,25,418.261972
50,1,418.270965
46,5,418.309943
46,5,418.346922
40,11,418.427874
44,7,418.478845
47,4,418.503831
36,15,418.600775
49,2,418.613769
43,8,418.66474
50,1,418.671734
43,8,418.723704
45,6,418.76768
48,3,418.789669
49,2,418.805658
37,14,418.922592
16,35,419.188437
50,1,419.195432
35,16,419.312366
48,3,419.337351
48,3,419.362336
38,13,419.469281
50,1,419.47827
41,10,419.556225
42,9,419.623186
31,20,419.777098
43,8,419.833064
49,2,419.847058
50,1,419.854053
49,2,419.868045
44,7,419.913018
49,2,419.926012
44,7,419.985978
36,15,420.112903
31,20,420.258819
50,1,420.267815
33,18,420.401739
39,12,420.486689
48,3,420.507677
0,51,420.896452
46,5,420.932431
46,5,420.964413
9,42,421.239256
44,7,421.287228
35,16,421.390169
-98,149,422.478539
46,5,422.517518
47,4,422.546504
45,6,422.588476
46,5,422.623457
40,11,422.696414
41,10,422.766374
45,6,422.807351
50,1,422.816346
43,8,422.874312
26,25,423.058208
46,5,423.092185
47,4,423.12017
40,11,423.195126
46,5,423.227108
50,1,423.235106
46,5,423.271085
48,3,423.29407
48,3,423.314058
47,4,423.342043
37,14,423.459974
31,20,423.603891
16,35,423.860744
45,6,423.90072
48,3,423.919709
44,7,423.967681
45,6,424.010657
39,12,424.092609
49,2,424.1086
46,5,424.155573
45,6,424.201547
47,4,424.229531
48,3,424.255515
48,3,424.276504
47,4,424.306487
46,5,424.342465
50,1,424.35146
35,16,424.468395
45,6,424.509372
42,9,424.569338
40,11,424.638294
47,4,424.665279
46,5,424.697262
44,7,424.750231
49,2,424.767221
35,16,424.898149
44,7,424.960112
45,6,425.01208
47,4,425.042063
31,20,425.188977
37,14,425.281923
49,2,425.296916
50,1,425.302912
48,3,425.322901
47,4,425.348886
48,3,425.368874
46,5,425.400857
43,8,425.450826
41,10,425.516788
47,4,425.541774
44,7,425.586749
50,1,425.593745
46,5,425.625726
42,9,425.685691
41,10,425.751655
46,5,425.784633
46,5,425.818615
36,15,425.917557
46,5,425.948539
34,17,426.056478
48,3,426.078465
47,4,426.105451
50,1,426.112447
41,10,426.178407
28,23,426.328321
33,18,426.448254
47,4,426.478234
49,2,426.492226
45,6,426.531203
48,3,426.552191
43,8,426.604163
46,5,426.637144
40,11,426.7091
33,18,426.835028
48,3,426.855017
38,13,426.942967
48,3,426.963954
40,11,427.035914
42,9,427.098878
48,3,427.117866
48,3,427.137855
42,9,427.194823
43,8,427.246794
35,16,427.352731
44,7,427.398703
49,2,427.412697
48,3,427.431686
49,2,427.446676
50,1,427.454674
36,15,427.561609
39,12,427.644563
46,5,427.679542
49,2,427.694533
37,14,427.792477
28,23,427.94639
30,21,428.087307
46,5,428.121288
49,2,428.135281
47,4,428.163264
37,14,428.257209
47,4,428.283194
42,9,428.342162
48,3,428.362149
41,10,428.427112
43,8,428.48008
43,8,428.53405
50,1,428.541044
50,1,428.550041
44,7,428.597013
50,1,428.604011
49,2,428.619001
44,7,428.668973
43,8,428.719942
35,16,428.828879
46,5,428.866858
26,25,429.026768
48,3,429.046753
40,11,429.116715
43,8,429.172683
48,3,429.192672
43,8,429.244639
45,6,429.283619
49,2,429.296625
50,1,429.30562
50,1,429.3146
43,8,429.368568
48,3,429.388557
41,10,429.452522
50,1,429.458518
47,4,429.486501
37,14,429.57745
30,21,429.712372
44,7,429.761341
29,22,429.910258
38,13,429.998206
44,7,430.048176
14,37,430.306029
46,5,430.340007
46,5,430.374988
47,4,430.401975
45,6,430.442965
45,6,430.482927
46,5,430.515907
45,6,430.559881
44,7,430.608855
50,1,430.616849
49,2,430.633839
47,4,430.662821
46,5,430.7018
49,2,430.716792
31,20,430.876699
38,13,430.979639
42,9,431.046601
49,2,431.060592
45,6,431.105567
48,3,431.129553
50,1,431.138549
50,1,431.148543
33,18,431.281465
42,9,431.350426
43,8,431.411391
47,4,431.440374
43,8,431.50034
49,2,431.516331
48,3,431.539317
43,8,431.599283
46,5,431.639259
50,1,431.647255
50,1,431.65525
48,3,431.676238
47,4,431.707221
46,5,431.748196
49,2,431.763188
47,4,431.793171
48,3,431.817157
50,1,431.824154
39,12,431.913103
50,1,431.922097
48,3,431.945084
39,12,432.03703
49,2,432.053022
49,2,432.07201
43,8,432.136972
46,5,432.17695
41,10,432.258902
49,2,432.275893
35,16,432.391826
46,5,432.428804
48,3,432.45279
49,2,432.466781
44,7,432.514755
50,1,432.522749
42,9,432.590711
20,31,432.839567
48,3,432.862555
33,18,432.998476
35,16,433.114408
45,6,433.156385
39,12,433.241337
47,4,433.267323
45,6,433.308298
49,2,433.321291
20,31,433.568147
36,15,433.678084
47,4,433.707083
47,4,433.737049
37,14,433.840989
47,4,433.869976
48,3,433.890961
44,7,433.936934
48,3,433.956924
40,11,434.030881
45,6,434.080851
45,6,434.124826
48,3,434.146814
48,3,434.166804
47,4,434.194787
42,9,434.256755
40,11,434.331707
49,2,434.345699
48,3,434.365691
42,9,434.437645
39,12,434.539587
38,13,434.625537
46,5,434.658519
47,4,434.686502
43,8,434.738473
47,4,434.768457
33,18,434.893384
37,14,434.993328
47,4,435.023309
46,5,435.058289
45,6,435.098266
41,10,435.167225
46,5,435.202205
48,3,435.222194
41,10,435.29915
42,9,435.360114
45,6,435.40409
50,1,435.4121
47,4,435.43907
43,8,435.495036
47,4,435.522023
49,2,435.536012
41,10,435.602975
43,8,435.653944
50,1,435.660942
46,5,435.693923
49,2,435.706914
50,1,435.714911
46,5,435.74889
47,4,435.779874
47,4,435.807856
40,11,435.879815
27,24,436.043721
46,5,436.076702
46,5,436.110682
50,1,436.119677
31,20,436.255614
47,4,436.283582
34,17,436.398515
43,8,436.454484
49,2,436.471473
39,12,436.551429
-3,54,436.913219
47,4,436.939206
42,9,436.997171
42,9,437.056137
45,6,437.098113
50,1,437.107107
49,2,437.122099
42,9,437.180067
39,12,437.263019
44,7,437.310991
45,6,437.350969
45,6,437.389946
30,21,437.533864
38,13,437.630807
46,5,437.669783
48,3,437.690771
38,13,437.787714
45,6,437.838686
45,6,437.886658
49,2,437.902648
48,3,437.925637
48,3,437.946625
48,3,437.967612
47,4,437.995596
48,3,438.015584
47,4,438.046566
44,7,438.094538
47,4,438.122522
48,3,438.142512
49,2,438.156503
41,10,438.223463
48,3,438.241453
42,9,438.301419
47,4,438.329403
20,31,438.534285
50,1,438.54128
49,2,438.554273
36,15,438.652216
48,3,438.672205
50,1,438.6802
19,32,438.892078
49,2,438.908069
50,1,438.916064
47,4,438.948046
46,5,438.985025
44,7,439.032997
48,3,439.055984
46,5,439.089965
44,7,439.142933
45,6,439.191906
49,2,439.206897
33,18,439.331826
41,10,439.406781
48,3,439.429769
44,7,439.485736
49,2,439.501726
50,1,439.510723
23,28,439.719602
49,2,439.734592
41,10,439.81155
48,3,439.833535
46,5,439.868515
32,19,440.003437
49,2,440.017429
45,6,440.066401
39,12,440.152356
46,5,440.183333
45,6,440.247301
45,6,440.308262
44,7,440.378222
45,6,440.427192
49,2,440.443183
45,6,440.508147
49,2,440.531134
47,4,440.572109
42,9,440.655061
41,10,440.741012
43,8,440.811972
48,3,440.839956
33,18,440.995865
31,20,441.134785
38,13,441.219736
48,3,441.242734
50,1,441.251718
48,3,441.272708
36,15,441.374647
48,3,441.393639
46,5,441.426617
30,21,441.570534
50,1,441.579528
15,36,441.819391
50,1,441.826387
36,15,441.92633
49,2,441.942319
49,2,441.955312
38,13,442.044262
40,11,442.123216
50,1,442.130213
47,4,442.157197
48,3,442.175187
44,7,442.221161
43,8,442.274129
22,29,442.471016
39,12,442.551971
47,4,442.578952
20,31,442.785833
50,1,442.793828
30,21,442.93075
32,19,443.062674
40,11,443.14063
40,11,443.220584
38,13,443.310533
48,3,443.331518
43,8,443.387486
38,13,443.479435
27,24,443.638345
46,5,443.673322
29,22,443.818239
36,15,443.919196
41,10,443.992139
47,4,444.018123
49,2,444.032117
29,22,444.174032
47,4,444.202018
49,2,444.215012
50,1,444.223005
39,12,444.307956
48,3,444.329943
50,1,444.337938
47,4,444.365923
50,1,444.37192
45,6,444.410897
34,17,444.519834
50,1,444.526832
47,4,444.555814
48,3,444.574803
49,2,444.589794
44,7,444.634767
0,51,444.974572
40,11,445.049529
50,1,445.058524
50,1,445.066519
46,5,445.1035
46,5,445.136479
47,4,445.165462
47,4,445.191448
44,7,445.23942
47,4,445.265407
40,11,445.338363
48,3,445.359351
36,15,445.459295
38,13,445.549241
48,3,445.572227
47,4,445.599213
42,9,445.664174
47,4,445.694159
40,11,445.766117
34,17,445.880051
43,8,445.938017
50,1,445.947012
41,10,446.013973
49,2,446.027965
49,2,446.040957
43,8,446.093926
44,7,446.1409
39,12,446.218856
46,5,446.253836
49,2,446.266828
44,7,446.312802
20,31,446.50669
39,12,446.589643
49,2,446.602633
44,7,446.657604
47,4,446.688583
46,5,446.723566
49,2,446.737557
44,7,446.78553
34,17,446.895467
46,5,446.928445
42,9,447.014396
28,23,447.168307
48,3,447.188298
27,24,447.347204
42,9,447.407171
44,7,447.452143
44,7,447.500117
45,6,447.538096
49,2,447.551087
47,4,447.576072
44,7,447.624046
47,4,447.65003
29,22,447.802957
47,4,447.830927
37,14,447.92587
48,3,447.946861
50,1,447.956855
50,1,447.964848
43,8,448.019816
50,1,448.026812
48,3,448.044801
35,16,448.149742
50,1,448.156737
47,4,448.184721
50,1,448.191717
38,13,448.284666
49,2,448.298655
20,31,448.505538
49,2,448.518529
28,23,448.671442
50,1,448.67844
46,5,448.71142
42,9,448.769386
50,1,448.776381
50,1,448.785377
41,10,448.854336
43,8,448.907306
-2,53,449.268097
20,31,449.465985
40,11,449.535943
45,6,449.576919
50,1,449.584914
26,25,449.744822
29,22,449.901743
40,11,449.984684
48,3,450.006672
40,11,450.081627
45,6,450.123603
50,1,450.1316
38,13,450.221548
47,4,450.249531
26,25,450.423431
47,4,450.451416
45,6,450.491393
30,21,450.629313
47,4,450.657297
49,2,450.670289
49,2,450.68628
44,7,450.735253
38,13,450.822201
47,4,450.850186
46,5,450.884166
36,15,450.985109
37,14,451.08405
47,4,451.110037
50,1,451.118031
49,2,451.131022
21,30,451.330909
48,3,451.352895
43,8,451.403865
34,17,451.516803
40,11,451.583762
45,6,451.623741
29,22,451.770654
47,4,451.796639
32,19,451.925565
43,8,451.983532
42,9,452.044512
47,4,452.07248
46,5,452.105461
30,21,452.244396
44,7,452.291353
21,30,452.494237
46,5,452.535214
50,1,452.54321
50,1,452.552204
14,37,452.846035
42,9,452.920993
-22,73,453.582609
30,21,453.734522
45,6,453.780496
49,2,453.795487
43,8,453.862448
48,3,453.892431
44,7,453.948398
50,1,453.957393
49,2,453.976383
47,4,454.009365
40,11,454.094314
39,12,454.192258
46,5,454.235233
47,4,454.268214
47,4,454.298197
38,13,454.392144
47,4,454.423125
49,2,454.440115
41,10,454.51807
50,1,454.526066
38,13,454.625008
48,3,454.651995
23,28,454.863871
50,1,454.871868
18,33,455.12672
50,1,455.134715
45,6,455.180688
50,1,455.189684
34,17,455.318609
48,3,455.341595
30,21,455.495507
49,2,455.509499
49,2,455.525489
46,5,455.563469
47,4,455.593451
49,2,455.609442
49,2,455.626431
38,13,455.727375
47,4,455.756356
50,1,455.764353
47,4,455.795335
49,2,455.809327
50,1,455.817321
47,4,455.848304
50,1,455.859298
46,5,455.898274
20,31,456.139137
50,1,456.148132
37,14,456.25507
45,6,456.300044
48,3,456.323031
49,2,456.338022
39,12,456.42897
43,8,456.488934
43,8,456.549899
46,5,456.588876
49,2,456.604867
28,23,456.779767
32,19,456.926682
42,9,456.995642
49,2,457.011632
34,17,457.123568
49,2,457.137562
50,1,457.144558
42,9,457.203523
41,10,457.268484
39,12,457.348439
50,1,457.357434
45,6,457.397413
46,5,457.430393
46,5,457.464373
42,9,457.524338
34,17,457.635274
41,10,457.701238
47,4,457.727221
43,8,457.78219
47,4,457.811172
38,13,457.905133
49,2,457.921109
47,4,457.949094
50,1,457.956089
43,8,458.014057
46,5,458.047039
48,3,458.066027
47,4,458.093009
34,17,458.203948
21,30,458.397834
48,3,458.416825
23,28,458.596721
50,1,458.604715
50,1,458.611712
13,38,458.852572
42,9,458.918536
50,1,458.926529
48,3,458.947518
31,20,459.085438
34,17,459.206367
23,28,459.392263
47,4,459.418245
48,3,459.438234
47,4,459.465219
49,2,459.478213
49,2,459.492203
46,5,459.528183
43,8,459.579152
45,6,459.628125
-4,55,460.002908
49,2,460.016902
48,3,460.040889
49,2,460.053879
46,5,460.087862
33,18,460.203794
47,4,460.230778
29,22,460.376693
50,1,460.383691
39,12,460.462646
50,1,460.470639
46,5,460.505619
48,3,460.52561
49,2,460.539601
48,3,460.564584
44,7,460.617557
39,12,460.700507
49,2,460.715498
32,19,460.851419
46,5,460.888399
43,8,460.949364
48,3,460.97235
49,2,460.99034
48,3,461.015327
45,6,461.061298
23,28,461.277175
50,1,461.286168
28,23,461.456072
48,3,461.479059
49,2,461.49405
43,8,461.554015
48,3,461.578
32,19,461.721918
49,2,461.73891
25,26,461.938793
47,4,461.970775
30,21,462.129682
32,19,462.257609
50,1,462.264607
41,10,462.331566
48,3,462.353553
47,4,462.382538
44,7,462.430509
47,4,462.459495
45,6,462.500468
46,5,462.536449
34,17,462.654382
42,9,462.715345
47,4,462.742329
49,2,462.756323
48,3,462.777309
47,4,462.804295
50,1,462.81229
42,9,462.872256
48,3,462.899239
43,8,462.955206
48,3,462.976196
48,3,462.997183
47,4,463.028165
47,4,463.055149
49,2,463.070141
34,17,463.199066
40,11,463.279021
29,22,463.426934
41,10,463.497895
38,13,463.599835
50,1,463.606831
43,8,463.665797
44,7,463.742754
48,3,463.776736
39,12,463.894666
42,9,463.985613
35,16,464.116538
48,3,464.141522
43,8,464.199491
48,3,464.221477
45,6,464.275446
27,24,464.465338
45,6,464.506313
44,7,464.555284
42,9,464.614252
47,4,464.642234
34,17,464.76318
32,19,464.929069
43,8,465.00003
49,2,465.019017
49,2,465.040005
49,2,465.054996
44,7,465.109965
19,32,465.37881
36,15,465.474754
47,4,465.502739
46,5,465.538718
38,13,465.630664
42,9,465.694628
35,16,465.806564
47,4,465.836546
49,2,465.852537
50,1,465.860534
34,17,465.991457
41,10,466.066413
34,17,466.184347
49,2,466.197338
46,5,466.232318
46,5,466.264299
36,15,466.370238
49,2,466.38423
46,5,466.418211
44,7,466.467183
37,14,466.558132
48,3,466.578118
36,15,466.681059
38,13,466.767009
40,11,466.837969
49,2,466.851962
50,1,466.859956
49,2,466.873948
38,13,466.971892
47,4,467.001874
48,3,467.022862
44,7,467.072834
44,7,467.119807
45,6,467.161782
47,4,467.194765
33,18,467.33868
42,9,467.413638
44,7,467.470604
35,16,467.595532
20,31,467.816405
46,5,467.850384
49,2,467.864376
42,9,467.931338
47,4,467.959321
31,20,468.104239
50,1,468.113233
44,7,468.163205
48,3,468.183194
46,5,468.216174
47,4,468.244158
47,4,468.272143
45,6,468.314117
43,8,468.371087
48,3,468.394071
46,5,468.428051
45,6,468.471029
46,5,468.503008
45,6,468.544986
41,10,468.611946
44,7,468.658921
48,3,468.679907
43,8,468.733877
50,1,468.740874
50,1,468.747882
43,8,468.802835
49,2,468.816829
35,16,468.952749
45,6,469.010716
44,7,469.070682
13,38,469.329532
41,10,469.399492
49,2,469.412484
42,9,469.472451
47,4,469.501433
46,5,469.537414
50,1,469.544409
48,3,469.564398
41,10,469.62836
34,17,469.741296
50,1,469.74929
50,1,469.758288
38,13,469.846234
49,2,469.861226
48,3,469.882214
47,4,469.912197
49,2,469.927188
47,4,469.954171
47,4,469.981157
46,5,470.016137
45,6,470.060111
47,4,470.090093
31,20,470.225017
50,1,470.232013
45,6,470.269992
46,5,470.302973
48,3,470.322962
40,11,470.39592
47,4,470.422903
50,1,470.430899
48,3,470.451885
47,4,470.47787
47,4,470.504854
43,8,470.559823
44,7,470.606796
48,3,470.627783
47,4,470.653771
47,4,470.681754
21,30,470.886635
35,16,470.99857
47,4,471.025555
46,5,471.068531
49,2,471.086521
47,4,471.117501
49,2,471.131496
42,9,471.188462
44,7,471.234434
43,8,471.290403
46,5,471.324382
39,12,471.405336
47,4,471.433321
45,6,471.475295
34,17,471.589232
45,6,471.630206
47,4,471.65719
33,18,471.783118
45,6,471.823095
39,12,471.909047
45,6,471.95402
47,4,471.985003
45,6,472.026977
37,14,472.129918
4,47,472.448734
42,9,472.508699
48,3,472.531687
41,10,472.602645
49,2,472.616638
50,1,472.623635
44,7,472.681601
38,13,472.786539
28,23,473.037136
25,26,473.241018
50,1,473.248013
48,3,473.270001
46,5,473.30698
47,4,473.334964
40,11,473.408921
45,6,473.451897
39,12,473.533849
42,9,473.591815
50,1,473.598812
50,1,473.605809
