#{"t_start": 1593536150.0136724, "env_id": "NovelGridworld-v3"}
r,l,t
-72,66,1.167349
21,29,1.24429
49,19,1.288265
-27,50,1.798974
1,44,1.902914
72,27,1.967879
57,20,2.021862
-58,52,2.253714
61,14,2.286695
