#{"t_start": 1595250405.177114, "env_id": "NovelGridworld-v0"}
r,l,t
43,8,382.197438
44,7,382.259402
47,4,382.299379
44,7,382.361344
37,14,382.475277
47,4,382.508259
45,6,382.561228
22,29,382.820079
48,3,382.850063
50,1,382.860056
42,9,382.948005
45,6,383.003973
39,12,383.106915
45,6,383.154886
47,4,383.188867
46,5,383.23284
35,16,383.380755
49,2,383.399744
45,6,383.46071
44,7,383.52967
-1,52,384.011393
34,17,384.164304
45,6,384.221271
49,2,384.24126
46,5,384.291231
44,7,384.355194
42,9,384.43115
47,4,384.468129
49,2,384.487118
50,1,384.496114
36,15,384.631051
50,1,384.640029
48,3,384.66903
35,16,384.821926
50,1,384.831921
40,11,384.939857
50,1,384.95085
38,13,385.060787
49,2,385.076778
50,1,385.086772
48,3,385.114756
48,3,385.140741
43,8,385.210701
50,1,385.219696
48,3,385.251677
46,5,385.302649
39,12,385.409586
48,3,385.436573
39,12,385.544508
50,1,385.554505
45,6,385.616468
49,2,385.635459
18,33,385.941279
44,7,386.006243
0,51,386.451985
47,4,386.487965
45,6,386.54893
34,17,386.701844
48,3,386.728828
45,6,386.785795
50,1,386.794788
42,9,386.869761
45,6,386.923716
46,5,386.964692
46,5,387.007667
47,4,387.041661
42,9,387.128596
48,3,387.161576
49,2,387.188561
45,6,387.255523
43,8,387.332479
41,10,387.41843
48,3,387.444413
45,6,387.496384
34,17,387.641299
43,8,387.714258
38,13,387.825194
48,3,387.852179
17,34,388.149008
45,6,388.205974
44,7,388.271937
47,4,388.309914
49,2,388.329904
40,11,388.420851
47,4,388.45683
47,4,388.492809
49,2,388.5098
43,8,388.57776
44,7,388.643722
42,9,388.724675
32,19,388.898592
36,15,389.035496
50,1,389.044491
48,3,389.072475
41,10,389.162423
36,15,389.290349
43,8,389.360309
49,2,389.377299
47,4,389.40928
44,7,389.469248
37,14,389.582181
42,9,389.656139
30,21,389.86202
49,2,389.87901
36,15,390.01693
42,9,390.094886
48,3,390.119871
50,1,390.129866
43,8,390.201825
17,34,390.48766
46,5,390.531633
49,2,390.549639
39,12,390.649566
48,3,390.673552
44,7,390.734517
50,1,390.74551
34,17,390.896423
35,16,391.027349
47,4,391.060329
42,9,391.139299
28,23,391.341166
49,2,391.358157
31,20,391.532068
-22,73,392.183682
37,14,392.302614
50,1,392.311608
48,3,392.337593
37,14,392.453525
49,2,392.470516
47,4,392.504496
49,2,392.523486
12,39,392.851296
50,1,392.860293
45,6,392.916259
26,25,393.125139
47,4,393.160119
49,2,393.178108
48,3,393.206091
46,5,393.248069
46,5,393.292042
46,5,393.335018
46,5,393.383989
45,6,393.432963
43,8,393.50292
49,2,393.520911
45,6,393.571882
44,7,393.632847
48,3,393.659831
40,11,393.752777
48,3,393.780761
8,43,394.149548
45,6,394.201518
47,4,394.2345
47,4,394.270478
34,17,394.417393
46,5,394.45937
49,2,394.477359
36,15,394.608284
44,7,394.669249
43,8,394.73921
44,7,394.799173
40,11,394.899119
33,18,395.04803
50,1,395.058026
47,4,395.091007
45,6,395.141978
42,9,395.220933
50,1,395.228926
48,3,395.25691
48,3,395.282895
41,10,395.368847
46,5,395.414819
47,4,395.4508
40,11,395.54476
39,12,395.643687
45,6,395.694657
47,4,395.729637
44,7,395.791602
39,12,395.896542
19,32,396.173382
46,5,396.215357
44,7,396.273324
50,1,396.283319
41,10,396.371268
32,19,396.536172
41,10,396.621123
47,4,396.656103
45,6,396.709073
47,4,396.743053
37,14,396.861984
48,3,396.889969
44,7,396.950933
48,3,396.977918
46,5,397.020893
30,21,397.19879
50,1,397.207786
48,3,397.231772
47,4,397.268751
42,9,397.345716
33,18,397.49663
37,14,397.612551
45,6,397.664522
32,19,397.82243
44,7,397.882397
36,15,398.019317
34,17,398.162236
46,5,398.202212
48,3,398.230196
43,8,398.296157
29,22,398.482053
45,6,398.53702
35,16,398.673939
35,16,398.806864
29,22,398.984761
50,1,398.994755
35,16,399.130676
48,3,399.158661
37,14,399.274595
27,24,399.476477
44,7,399.538444
49,2,399.555443
39,12,399.655374
49,2,399.673379
47,4,399.708343
31,20,399.879245
44,7,399.943208
49,2,399.959199
45,6,400.010173
48,3,400.034167
48,3,400.058141
44,7,400.114112
45,6,400.168079
37,14,400.285014
43,8,400.353971
28,23,400.553857
36,15,400.683781
43,8,400.749743
48,3,400.776728
43,8,400.845688
48,3,400.870673
48,3,400.898658
50,1,400.907653
47,4,400.945631
49,2,400.962621
47,4,400.994604
47,4,401.03258
50,1,401.041574
49,2,401.059565
-86,137,402.31684
39,12,402.434772
40,11,402.54371
46,5,402.591681
48,3,402.621664
49,2,402.643652
48,3,402.672635
44,7,402.737597
45,6,402.796563
42,9,402.877517
19,32,403.144364
48,3,403.169348
47,4,403.202329
50,1,403.211325
9,42,403.56713
47,4,403.6011
38,13,403.710037
45,6,403.765005
36,15,403.89693
33,18,404.045844
35,16,404.183765
22,29,404.427624
47,4,404.464603
42,9,404.544558
45,6,404.597527
44,7,404.65749
45,6,404.704463
47,4,404.739443
50,1,404.748438
46,5,404.792413
47,4,404.826395
35,16,404.965314
50,1,404.973308
47,4,405.008289
42,9,405.087254
44,7,405.149206
49,2,405.168197
42,9,405.243153
47,4,405.279133
46,5,405.323108
50,1,405.332102
14,37,405.641923
49,2,405.659913
48,3,405.684898
34,17,405.828815
46,5,405.871791
45,6,405.928758
46,5,405.970734
50,1,405.981727
45,6,406.031698
46,5,406.076673
46,5,406.123648
49,2,406.140636
48,3,406.166632
47,4,406.204601
44,7,406.264565
40,11,406.357522
49,2,406.374501
49,2,406.393501
24,27,406.622361
42,9,406.702312
46,5,406.743289
45,6,406.793259
46,5,406.833238
47,4,406.867218
40,11,406.965161
50,1,406.975154
44,7,407.03412
40,11,407.12207
40,11,407.217015
46,5,407.262989
46,5,407.306963
48,3,407.332948
45,6,407.386918
45,6,407.439886
31,20,407.616785
49,2,407.634774
50,1,407.645767
48,3,407.670754
45,6,407.721725
47,4,407.759702
35,16,407.902636
33,18,408.051535
43,8,408.118497
46,5,408.163472
50,1,408.171464
49,2,408.188456
29,22,408.375359
-9,60,408.889051
48,3,408.919037
47,4,408.955013
32,19,409.110923
40,11,409.20787
39,12,409.312823
50,1,409.322817
43,8,409.390762
50,1,409.399756
48,3,409.426742
45,6,409.479711
45,6,409.53468
50,1,409.543674
50,1,409.55167
9,42,409.912462
41,10,410.000426
41,10,410.086363
43,8,410.158335
38,13,410.270266
43,8,410.339215
48,3,410.364202
42,9,410.447153
47,4,410.484131
38,13,410.589087
44,7,410.651035
47,4,410.685018
50,1,410.694014
44,7,410.752978
49,2,410.773965
48,3,410.799951
12,39,411.138754
29,22,411.323648
47,4,411.35463
42,9,411.431586
35,16,411.567523
43,8,411.630471
48,3,411.655456
50,1,411.664467
46,5,411.710426
49,2,411.729414
49,2,411.747404
39,12,411.851356
25,26,412.075214
44,7,412.135181
47,4,412.17016
40,11,412.264107
48,3,412.290091
32,19,412.453997
35,16,412.607907
45,6,412.656879
36,15,412.782807
37,14,412.901738
42,9,412.978694
48,3,413.007678
36,15,413.135603
49,2,413.154592
47,4,413.189572
47,4,413.220555
49,2,413.237546
46,5,413.28152
42,9,413.357476
47,4,413.393466
46,5,413.437431
46,5,413.48042
49,2,413.499409
46,5,413.544369
49,2,413.564372
49,2,413.581347
48,3,413.605334
46,5,413.650318
33,18,413.79922
50,1,413.808216
37,14,413.921152
50,1,413.930146
44,7,413.997107
48,3,414.024091
47,4,414.058073
46,5,414.099047
47,4,414.135026
26,25,414.343906
39,12,414.44385
43,8,414.517808
43,8,414.587767
48,3,414.613752
37,14,414.733684
47,4,414.77066
41,10,414.854613
41,10,414.942561
47,4,414.978543
50,1,414.987535
45,6,415.039506
46,5,415.081481
38,13,415.191418
35,16,415.322343
47,4,415.354324
37,14,415.473256
32,19,415.633163
47,4,415.667143
42,9,415.749096
48,3,415.776082
39,12,415.88202
38,13,416.007947
48,3,416.032933
39,12,416.135873
45,6,416.192841
43,8,416.258805
45,6,416.311773
46,5,416.355749
48,3,416.379745
47,4,416.413716
49,2,416.430706
42,9,416.508662
44,7,416.568624
46,5,416.609601
45,6,416.660571
49,2,416.678561
50,1,416.689556
49,2,416.707544
50,1,416.715541
41,10,416.804489
48,3,416.830473
43,8,416.897445
45,6,416.951406
48,3,416.980387
47,4,417.013368
49,2,417.031358
50,1,417.039355
49,2,417.058344
50,1,417.066339
46,5,417.109328
50,1,417.120322
50,1,417.128301
42,9,417.205258
48,3,417.232244
47,4,417.266222
31,20,417.436125
46,5,417.481097
46,5,417.529072
46,5,417.570047
36,15,417.696973
46,5,417.743947
43,8,417.815905
39,12,417.918848
46,5,417.965835
44,7,418.027783
47,4,418.061768
45,6,418.111734
47,4,418.146715
46,5,418.189689
42,9,418.266645
39,12,418.367587
42,9,418.441544
46,5,418.48352
50,1,418.49353
45,6,418.548483
49,2,418.565473
46,5,418.608449
48,3,418.635443
48,3,418.662417
50,1,418.672414
46,5,418.714389
25,26,418.929263
45,6,418.985231
47,4,419.020211
43,8,419.09017
46,5,419.132147
42,9,419.210101
35,16,419.345024
45,6,419.393996
43,8,419.458958
44,7,419.521922
47,4,419.556917
43,8,419.624863
49,2,419.640853
21,30,419.89172
49,2,419.907701
37,14,420.039624
41,10,420.13157
42,9,420.215524
47,4,420.252501
49,2,420.269492
39,12,420.368434
42,9,420.44339
40,11,420.538336
45,6,420.588307
41,10,420.67126
46,5,420.710237
37,14,420.82817
35,16,420.966089
45,6,421.030068
48,3,421.058038
45,6,421.108023
31,20,421.278909
42,9,421.360862
50,1,421.368857
45,6,421.418828
37,14,421.538774
-9,60,422.043479
41,10,422.127419
41,10,422.210373
7,44,422.578171
47,4,422.612143
37,14,422.732074
-122,173,424.179238
36,15,424.304178
-36,87,425.042739
47,4,425.07672
-521,572,429.82898
45,6,429.879951
44,7,429.938918
46,5,429.978894
40,11,430.073839
45,6,430.126808
46,5,430.168784
45,6,430.220754
34,17,430.36867
-93,144,431.584968
49,2,431.607955
48,3,431.638937
48,3,431.665922
26,25,431.901786
43,8,431.97974
-10,61,432.55341
32,19,432.730308
-75,126,433.7847
44,7,433.844666
45,6,433.895636
47,4,433.927618
41,10,434.015584
46,5,434.056543
46,5,434.097519
47,4,434.1325
50,1,434.142494
41,10,434.224446
22,29,434.470305
47,4,434.506284
39,12,434.609225
27,24,434.811108
41,10,434.902056
49,2,434.919046
8,43,435.280838
45,6,435.328809
42,9,435.407765
32,19,435.561675
10,41,435.906476
46,5,435.948452
39,12,436.053392
47,4,436.089372
44,7,436.147339
43,8,436.2133
48,3,436.237287
47,4,436.27027
40,11,436.359215
50,1,436.368211
46,5,436.410187
36,15,436.534115
13,38,436.859943
48,3,436.886913
30,21,437.069806
44,7,437.128774
18,33,437.403625
42,9,437.478573
36,15,437.610496
47,4,437.647474
49,2,437.664463
27,24,437.867346
49,2,437.887336
38,13,438.004271
42,9,438.085223
41,10,438.167175
48,3,438.194169
39,12,438.297099
45,6,438.350068
41,10,438.432021
44,7,438.493996
25,26,438.712859
49,2,438.731848
39,12,438.832805
31,20,439.000694
45,6,439.056661
41,10,439.140612
44,7,439.202577
46,5,439.244553
50,1,439.254548
49,2,439.271537
49,2,439.287528
39,12,439.387471
44,7,439.446437
45,6,439.496408
50,1,439.504403
47,4,439.537384
39,12,439.640325
3,48,440.041094
49,2,440.059083
43,8,440.124045
37,14,440.237979
48,3,440.260967
47,4,440.292948
48,3,440.316935
49,2,440.333935
41,10,440.416892
46,5,440.460867
6,45,440.831637
35,16,440.968558
38,13,441.082494
48,3,441.107479
47,4,441.13946
43,8,441.203424
49,2,441.221413
34,17,441.361332
50,1,441.370327
49,2,441.389317
48,3,441.415302
48,3,441.442285
49,2,441.458277
41,10,441.544226
45,6,441.596208
43,8,441.667156
47,4,441.703146
43,8,441.777092
45,6,441.828063
41,10,441.909017
40,11,441.997966
42,9,442.082917
42,9,442.158872
13,38,442.473691
45,6,442.525661
43,8,442.591623
35,16,442.737539
41,10,442.826488
47,4,442.863467
47,4,442.895448
50,1,442.905443
48,3,442.932427
39,12,443.038368
48,3,443.067348
41,10,443.157297
43,8,443.224258
36,15,443.352186
47,4,443.387176
48,3,443.41215
29,22,443.592046
46,5,443.635024
25,26,443.86189
31,20,444.032793
44,7,444.097754
47,4,444.131735
45,6,444.178708
47,4,444.20969
25,26,444.421569
48,3,444.447554
45,6,444.499524
49,2,444.516514
38,13,444.619453
46,5,444.663429
49,2,444.681418
46,5,444.726392
50,1,444.735387
29,22,444.926277
1,50,445.347035
47,4,445.382014
49,2,445.399006
15,36,445.702829
42,9,445.779787
47,4,445.813767
48,3,445.838751
48,3,445.869736
30,21,446.041645
50,1,446.050645
43,8,446.123589
35,16,446.253513
43,8,446.323487
43,8,446.389436
34,17,446.532367
50,1,446.540347
44,7,446.603326
48,3,446.628297
50,1,446.637292
40,11,446.734235
48,3,446.761219
45,6,446.812191
36,15,446.940117
47,4,446.974097
47,4,447.008077
47,4,447.044056
46,5,447.09003
49,2,447.11002
41,10,447.189973
48,3,447.215958
47,4,447.252935
49,2,447.268927
42,9,447.340887
39,12,447.437829
44,7,447.494796
48,3,447.519782
47,4,447.554774
35,16,447.688686
43,8,447.757645
41,10,447.842597
37,14,447.956531
42,9,448.036485
33,18,448.188397
47,4,448.223376
48,3,448.254361
45,6,448.305341
40,11,448.398277
48,3,448.42426
48,3,448.449249
41,10,448.531199
42,9,448.609155
21,30,448.863008
50,1,448.873003
44,7,448.931968
44,7,448.989951
48,3,449.015921
32,19,449.176828
48,3,449.203812
30,21,449.38171
41,10,449.465661
48,3,449.492645
44,7,449.551611
48,3,449.575598
43,8,449.642559
46,5,449.685534
50,1,449.694528
47,4,449.732517
32,19,449.909405
41,10,449.994356
35,16,450.130277
36,15,450.255205
47,4,450.288186
37,14,450.400123
46,5,450.443097
38,13,450.549037
41,10,450.632987
47,4,450.665968
38,13,450.779903
45,6,450.831874
42,9,450.907829
49,2,450.923819
49,2,450.94181
46,5,450.987783
50,1,450.996779
48,3,451.021764
48,3,451.04675
49,2,451.068737
36,15,451.194665
47,4,451.228644
42,9,451.307598
43,8,451.375572
47,4,451.411539
47,4,451.44552
42,9,451.524473
28,23,451.730355
37,14,451.849287
40,11,451.939235
24,27,452.179097
45,6,452.233065
47,4,452.270055
47,4,452.302025
48,3,452.32801
47,4,452.360991
46,5,452.401968
41,10,452.483936
40,11,452.578877
46,5,452.622841
34,17,452.770755
47,4,452.806736
41,10,452.889686
48,3,452.914672
45,6,452.966642
41,10,453.050594
20,31,453.314443
33,18,453.461358
49,2,453.480346
30,21,453.654247
45,6,453.70622
46,5,453.752189
47,4,453.792167
49,2,453.809156
45,6,453.862128
50,1,453.871122
50,1,453.879117
46,5,453.923102
41,10,454.003047
42,9,454.081016
42,9,454.162964
25,26,454.37483
48,3,454.400826
48,3,454.425801
42,9,454.505757
39,12,454.605697
46,5,454.647674
43,8,454.717633
47,4,454.75661
48,3,454.783595
47,4,454.818575
48,3,454.847558
44,7,454.916518
49,2,454.935507
37,14,455.051441
45,6,455.103413
31,20,455.271314
45,6,455.319286
47,4,455.354266
48,3,455.380251
50,1,455.388246
47,4,455.420229
49,2,455.438219
48,3,455.465202
28,23,455.654093
25,26,455.874965
48,3,455.902949
48,3,455.928936
45,6,455.979905
50,1,455.988901
44,7,456.047868
44,7,456.110831
47,4,456.142812
45,6,456.194784
40,11,456.28473
40,11,456.377677
34,17,456.517611
44,7,456.574563
11,40,456.917367
50,1,456.92636
49,2,456.94235
48,3,456.967336
39,12,457.072276
46,5,457.11625
40,11,457.208197
33,18,457.357111
43,8,457.425073
43,8,457.491035
43,8,457.559011
49,2,457.576987
39,12,457.681924
47,4,457.715905
35,16,457.858838
47,4,457.891819
48,3,457.917799
47,4,457.952768
49,2,457.96977
48,3,457.996744
44,7,458.05871
46,5,458.104683
47,4,458.140659
50,1,458.149655
43,8,458.217616
41,10,458.302567
49,2,458.320556
39,12,458.422498
47,4,458.45448
39,12,458.556422
41,10,458.641374
45,6,458.690344
46,5,458.734317
49,2,458.752307
48,3,458.778294
38,13,458.889229
50,1,458.899222
50,1,458.909217
50,1,458.919211
46,5,458.960187
48,3,458.987172
45,6,459.039141
50,1,459.050136
47,4,459.087115
44,7,459.146081
45,6,459.196051
47,4,459.230031
49,2,459.246022
48,3,459.272007
48,3,459.298991
48,3,459.322979
36,15,459.449916
50,1,459.457903
41,10,459.541852
33,18,459.689766
50,1,459.698761
45,6,459.752731
43,8,459.821691
40,11,459.915636
31,20,460.08354
40,11,460.179486
33,18,460.329398
42,9,460.407353
46,5,460.44933
49,2,460.465319
47,4,460.500299
37,14,460.619231
46,5,460.662207
50,1,460.671201
44,7,460.733165
49,2,460.751156
43,8,460.822114
50,1,460.832109
34,17,460.97103
46,5,461.015003
46,5,461.058978
46,5,461.104951
34,17,461.253865
38,13,461.363801
28,23,461.570683
40,11,461.670626
26,25,461.916483
50,1,461.927479
43,8,461.998438
25,26,462.246296
41,10,462.338241
49,2,462.358228
49,2,462.378218
43,8,462.454173
49,2,462.477162
46,5,462.525132
50,1,462.534127
48,3,462.562113
39,12,462.676045
43,8,462.753003
38,13,462.870934
47,4,462.904915
46,5,462.94489
40,11,463.036837
46,5,463.079813
37,14,463.20574
39,12,463.307683
50,1,463.317675
48,3,463.342661
43,8,463.409623
39,12,463.509567
45,6,463.556537
46,5,463.597514
41,10,463.684464
44,7,463.74343
35,16,463.878352
46,5,463.923326
49,2,463.939318
48,3,463.963303
48,3,463.989289
48,3,464.014273
44,7,464.07324
38,13,464.186175
36,15,464.308105
42,9,464.382062
49,2,464.399052
47,4,464.432033
45,6,464.487002
34,17,464.637915
21,30,464.889771
49,2,464.90576
39,12,465.006703
45,6,465.055689
44,7,465.117637
47,4,465.152618
41,10,465.241567
49,2,465.258558
42,9,465.330516
32,19,465.496419
49,2,465.516409
49,2,465.535398
43,8,465.599377
39,12,465.699302
40,11,465.800245
50,1,465.810239
42,9,465.888193
45,6,465.940166
46,5,465.98514
49,2,466.003138
30,21,466.179041
46,5,466.223
44,7,466.281966
46,5,466.322943
34,17,466.469858
40,11,466.562805
48,3,466.590789
45,6,466.64276
45,6,466.692731
45,6,466.747698
44,7,466.805664
36,15,466.933591
27,24,467.132478
45,6,467.182448
45,6,467.233418
41,10,467.313372
28,23,467.500275
40,11,467.589212
47,4,467.624193
42,9,467.701149
49,2,467.717141
47,4,467.75012
47,4,467.786102
49,2,467.805091
44,7,467.866055
43,8,467.931015
47,4,467.966995
50,1,467.976989
35,16,468.116909
38,13,468.226846
36,15,468.347775
48,3,468.372763
32,19,468.533684
43,8,468.601629
49,2,468.618619
40,11,468.709568
42,9,468.785523
45,6,468.838492
47,4,468.879469
45,6,468.927441
50,1,468.935437
42,9,469.011393
42,9,469.091347
46,5,469.138321
47,4,469.1723
46,5,469.214276
42,9,469.290233
42,9,469.367188
50,1,469.376184
49,2,469.393174
50,1,469.402168
42,9,469.472128
44,7,469.535091
45,6,469.582065
36,15,469.713988
43,8,469.783948
43,8,469.852911
44,7,469.915873
47,4,469.950855
41,10,470.033804
47,4,470.067786
29,22,470.253676
45,6,470.302649
45,6,470.35262
40,11,470.443568
47,4,470.475549
45,6,470.525521
44,7,470.580489
46,5,470.624464
50,1,470.633458
44,7,470.691425
47,4,470.725405
46,5,470.77039
39,12,470.87432
50,1,470.882314
46,5,470.92329
44,7,470.982258
44,7,471.040224
47,4,471.074204
34,17,471.221119
48,3,471.247105
44,7,471.308069
50,1,471.317064
31,20,471.486967
50,1,471.49696
48,3,471.522945
41,10,471.607898
48,3,471.634883
50,1,471.643875
48,3,471.66986
44,7,471.734824
47,4,471.767804
50,1,471.776798
45,6,471.831767
44,7,471.893731
29,22,472.079625
47,4,472.113606
46,5,472.158579
42,9,472.243529
48,3,472.268516
48,3,472.292502
46,5,472.334477
48,3,472.360463
42,9,472.437419
45,6,472.487391
35,16,472.626309
44,7,472.687276
44,7,472.752236
46,5,472.792214
48,3,472.8172
46,5,472.861174
45,6,472.917142
38,13,473.02408
46,5,473.066056
45,6,473.121024
43,8,473.187986
40,11,473.28493
40,11,473.382873
36,15,473.5118
48,3,473.536784
38,13,473.64772
47,4,473.680701
33,18,473.84261
39,12,473.948549
49,2,473.966539
47,4,474.000519
45,6,474.056485
34,17,474.200402
43,8,474.267363
45,6,474.318349
49,2,474.335325
39,12,474.437265
35,16,474.574186
40,11,474.669132
35,16,474.812049
36,15,474.946972
48,3,474.971957
39,12,475.074898
47,4,475.109878
41,10,475.19983
43,8,475.270785
45,6,475.320756
30,21,475.502651
49,2,475.522639
43,8,475.588602
46,5,475.631577
38,13,475.738516
48,3,475.766499
40,11,475.877435
35,16,476.012358
47,4,476.045339
49,2,476.06233
43,8,476.131289
48,3,476.157274
41,10,476.245225
50,1,476.254218
42,9,476.327176
46,5,476.376149
47,4,476.414125
47,4,476.447106
40,11,476.542053
47,4,476.579032
37,14,476.697962
50,1,476.705957
40,11,476.804916
40,11,476.912838
48,3,476.94382
46,5,477.001787
46,5,477.043762
48,3,477.070748
42,9,477.146704
46,5,477.19168
45,6,477.246645
41,10,477.328601
30,21,477.506496
38,13,477.62143
48,3,477.646415
38,13,477.76035
32,19,477.925255
49,2,477.942245
46,5,477.98622
48,3,478.013205
44,7,478.072171
46,5,478.11716
45,6,478.169116
33,18,478.325024
50,1,478.334019
34,17,478.477936
50,1,478.486932
40,11,478.580877
44,7,478.641841
44,7,478.700808
50,1,478.709802
49,2,478.727792
45,6,478.781761
48,3,478.807746
48,3,478.834746
49,2,478.853719
49,2,478.874707
45,6,478.925678
50,1,478.937671
45,6,478.989641
45,6,479.04361
47,4,479.078589
41,10,479.16454
39,12,479.270479
46,5,479.314454
9,42,479.663253
46,5,479.70223
35,16,479.845149
45,6,479.901116
26,25,480.113994
44,7,480.169962
44,7,480.228926
43,8,480.299886
28,23,480.488778
27,24,480.688662
34,17,480.83058
46,5,480.877553
43,8,480.947513
4,47,481.343295
39,12,481.441228
34,17,481.578149
47,4,481.614128
47,4,481.650107
42,9,481.728062
34,17,481.871979
47,4,481.905959
49,2,481.925949
37,14,482.04588
37,14,482.164814
50,1,482.175806
36,15,482.30573
47,4,482.34171
44,7,482.399687
35,16,482.534597
39,12,482.632541
35,16,482.770461
45,6,482.823431
50,1,482.833428
50,1,482.841422
49,2,482.85941
35,16,482.995333
45,6,483.047302
48,3,483.07329
37,14,483.190219
48,3,483.216204
50,1,483.227198
46,5,483.275171
43,8,483.343132
45,6,483.3971
46,5,483.442076
38,13,483.550012
28,23,483.742917
32,19,483.904807
48,3,483.930804
45,6,483.984762
48,3,484.012745
46,5,484.055721
30,21,484.234634
50,1,484.247609
48,3,484.276595
41,10,484.362546
49,2,484.381548
47,4,484.416528
39,12,484.519453
39,12,484.620406
46,5,484.662371
35,16,484.798295
45,6,484.850263
44,7,484.914227
45,6,484.966196
43,8,485.034156
25,26,485.254031
47,4,485.291009
46,5,485.330985
49,2,485.347975
45,6,485.400946
49,2,485.417938
25,26,485.624816
44,7,485.682798
49,2,485.702772
41,10,485.787724
49,2,485.803714
16,35,486.092548
48,3,486.117534
48,3,486.143518
44,7,486.198488
43,8,486.271443
44,7,486.32941
47,4,486.363391
40,11,486.452338
31,20,486.615245
48,3,486.640231
50,1,486.648227
37,14,486.762161
50,1,486.771156
24,27,487.002023
32,19,487.166927
48,3,487.190914
46,5,487.235888
46,5,487.279862
47,4,487.312843
41,10,487.399795
45,6,487.450763
46,5,487.494741
38,13,487.604676
42,9,487.676635
26,25,487.883514
43,8,487.951476
46,5,487.995449
39,12,488.098406
40,11,488.18634
50,1,488.195334
48,3,488.22032
46,5,488.270292
30,21,488.44819
46,5,488.490165
37,14,488.605098
41,10,488.68805
45,6,488.738022
35,16,488.873944
46,5,488.918918
49,2,488.935923
42,9,489.011863
34,17,489.155792
48,3,489.182765
44,7,489.243731
50,1,489.253725
50,1,489.264718
48,3,489.291702
48,3,489.316687
46,5,489.360663
45,6,489.409636
49,2,489.425624
43,8,489.493586
25,26,489.714459
50,1,489.725452
42,9,489.803407
47,4,489.836389
38,13,489.954321
50,1,489.96433
45,6,490.017295
29,22,490.202177
50,1,490.212172
31,20,490.382074
36,15,490.507002
45,6,490.554975
42,9,490.632929
44,7,490.693894
48,3,490.718879
30,21,490.900775
39,12,491.004715
41,10,491.089667
50,1,491.098661
48,3,491.126644
48,3,491.15163
48,3,491.177615
39,12,491.280557
42,9,491.361509
45,6,491.413479
41,10,491.504427
37,14,491.63935
38,13,491.763278
44,7,491.834237
43,8,491.909193
43,8,491.98615
39,12,492.098085
48,3,492.128068
48,3,492.15705
42,9,492.243002
42,9,492.326952
44,7,492.395913
42,9,492.480864
45,6,492.535832
33,18,492.702736
44,7,492.767699
39,12,492.876636
49,2,492.894628
42,9,492.970581
47,4,493.004562
39,12,493.104504
36,15,493.228434
47,4,493.266411
50,1,493.276405
48,3,493.30239
39,12,493.404331
41,10,493.490283
36,15,493.613211
36,15,493.734143
49,2,493.75313
36,15,493.885055
44,7,493.942023
47,4,493.978001
40,11,494.071947
37,14,494.186881
41,10,494.275829
47,4,494.311809
47,4,494.34679
46,5,494.38878
47,4,494.424743
34,17,494.567661
48,3,494.594656
44,7,494.654612
28,23,494.8465
27,24,495.058394
36,15,495.183305
49,2,495.203305
40,11,495.306238
36,15,495.432163
42,9,495.511118
50,1,495.520112
45,6,495.574081
43,8,495.646039
40,11,495.737986
48,3,495.763971
43,8,495.830933
45,6,495.882903
37,14,496.005835
41,10,496.090785
38,13,496.197737
43,8,496.271679
34,17,496.410599
44,7,496.468565
47,4,496.503545
48,3,496.527531
49,2,496.546521
40,11,496.639468
45,6,496.687439
28,23,496.87633
49,2,496.89332
38,13,497.003258
50,1,497.012253
38,13,497.125186
50,1,497.134181
39,12,497.235123
48,3,497.263107
48,3,497.288092
48,3,497.315077
45,6,497.366048
46,5,497.409034
50,1,497.418029
44,7,497.474988
46,5,497.516961
44,7,497.576929
45,6,497.626909
50,1,497.635903
41,10,497.725842
42,9,497.80481
44,7,497.863761
37,14,497.984693
45,6,498.036672
44,7,498.098627
48,3,498.12561
42,9,498.203565
44,7,498.266528
40,11,498.354478
37,14,498.47341
47,4,498.510405
43,8,498.579348
50,1,498.589343
24,27,498.816211
37,14,498.930146
41,10,499.017096
46,5,499.058075
26,25,499.272949
50,1,499.280945
42,9,499.355902
47,4,499.388881
37,14,499.505816
46,5,499.549789
35,16,499.686721
44,7,499.743677
50,1,499.752671
45,6,499.803643
48,3,499.82663
47,4,499.86161
50,1,499.871603
48,3,499.898588
47,4,499.933568
17,34,500.220402
40,11,500.320345
49,2,500.336336
41,10,500.422287
46,5,500.465264
47,4,500.500242
50,1,500.508236
47,4,500.543216
48,3,500.568202
49,2,500.585192
38,13,500.697127
17,34,500.998967
45,6,501.048926
49,2,501.067913
47,4,501.101895
49,2,501.118884
28,23,501.319769
35,16,501.457691
49,2,501.477677
49,2,501.495667
48,3,501.519654
48,3,501.546637
45,6,501.600607
47,4,501.635587
33,18,501.783501
37,14,501.902434
49,2,501.919425
46,5,501.964398
46,5,502.007371
47,4,502.041352
47,4,502.076333
48,3,502.100319
40,11,502.190267
44,7,502.25523
16,35,502.55006
35,16,502.683982
41,10,502.765935
49,2,502.782926
47,4,502.816905
49,2,502.835894
46,5,502.881869
36,15,503.008795
40,11,503.099758
27,24,503.305624
32,19,503.465534
49,2,503.484521
42,9,503.55948
38,13,503.669415
50,1,503.678409
50,1,503.688403
36,15,503.81733
22,29,504.065187
48,3,504.090172
49,2,504.109161
46,5,504.152137
47,4,504.184117
44,7,504.245082
47,4,504.282061
41,10,504.363015
50,1,504.373009
42,9,504.446966
36,15,504.569896
27,24,504.764783
46,5,504.80476
48,3,504.830744
